 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  300.6250,     16.81,     12.60,    110.00,
  300.7500,     16.68,     12.60,    110.00,
  300.8750,     16.78,     12.60,    110.00,
  301.0000,     16.93,     12.60,    110.00,
  301.1250,     16.92,     12.60,    110.00,
  301.2500,     16.85,     12.60,    110.00,
  301.3750,     16.68,     12.60,    110.00,
  301.5000,     16.80,     12.60,    110.00,
  301.6250,     17.08,     12.60,    110.00,
  301.7500,     17.55,     12.60,    110.00,
  301.8750,     17.31,     12.60,    110.00,
  302.0000,     17.06,     12.60,    110.00,
  302.1250,     17.06,     12.60,    110.00,
  302.2500,     18.56,     12.60,    110.00,
  302.3750,     18.53,     12.60,    110.00,
  302.5000,     18.65,     12.60,    110.00,
  302.6250,     18.54,     12.60,    110.00,
  302.7500,     18.35,     12.60,    110.00,
  302.8750,     18.27,     12.60,    110.00,
  303.0000,     18.23,     12.60,    110.00,
  303.1250,     18.22,     12.60,    110.00,
  303.2500,     18.21,     12.60,    110.00,
  303.3750,     18.19,     12.60,    110.00,
  303.5000,     18.12,     12.60,    110.00,
  303.6250,     17.89,     12.60,    110.00,
  303.7500,     16.71,     12.60,    110.00,
  303.8750,     16.12,     12.60,    110.00,
  304.0000,     15.99,     12.60,    110.00,
  304.1250,     16.22,     12.60,    110.00,
  304.2500,     16.69,     12.60,    110.00,
  304.3750,     17.37,     12.60,    110.00,
  304.5000,     17.60,     12.60,    110.00,
  304.6250,     17.51,     12.60,    110.00,
  304.7500,     17.08,     12.60,    110.00,
  304.8750,     16.37,     12.60,    110.00,
  305.0000,     16.04,     12.60,    110.00,
  305.1250,     16.65,     12.60,    110.00,
  305.2500,     17.51,     12.60,    110.00,
  305.3750,     17.48,     12.60,    110.00,
  305.5000,     17.43,     12.60,    110.00,
  305.6250,     17.38,     12.60,    110.00,
  305.7500,     17.19,     12.60,    110.00,
  305.8750,     16.87,     12.60,    110.00,
  306.0000,     16.53,     12.60,    110.00,
  306.1250,     16.58,     12.60,    110.00,
  306.2500,     17.35,     12.60,    110.00,
  306.3750,     17.39,     12.60,    110.00,
  306.5000,     17.37,     12.60,    110.00,
  306.6250,     17.30,     12.60,    110.00,
  306.7500,     17.14,     12.60,    110.00,
  306.8750,     16.77,     12.60,    110.00,
  307.0000,     16.32,     12.60,    110.00,
  307.1250,     16.00,     12.60,    110.00,
  307.2500,     16.30,     12.60,    110.00,
  307.3750,     16.66,     12.60,    110.00,
  307.5000,     16.93,     12.60,    110.00,
  307.6250,     16.92,     12.60,    110.00,
  307.7500,     16.69,     12.60,    110.00,
  307.8750,     16.28,     12.60,    110.00,
  308.0000,     15.87,     12.60,    110.00,
  308.1250,     15.71,     12.60,    110.00,
  308.2500,     15.75,     12.60,    110.00,
  308.3750,     15.91,     12.60,    110.00,
  308.5000,     16.74,     12.60,    110.00,
  308.6250,     16.88,     12.60,    110.00,
  308.7500,     16.81,     12.60,    110.00,
  308.8750,     16.53,     12.60,    110.00,
  309.0000,     16.21,     12.60,    110.00,
  309.1250,     15.90,     12.60,    110.00,
  309.2500,     15.68,     12.60,    110.00,
  309.3750,     16.87,     12.60,    110.00,
  309.5000,     16.98,     12.60,    110.00,
  309.6250,     17.07,     12.60,    110.00,
  309.7500,     17.01,     12.60,    110.00,
  309.8750,     16.78,     12.60,    110.00,
  310.0000,     16.33,     12.60,    110.00,
  310.1250,     15.70,     12.60,    110.00,
  310.2500,     16.29,     12.60,    110.00,
  310.3750,     16.88,     12.60,    110.00,
  310.5000,     16.85,     12.60,    110.00,
  310.6250,     16.82,     12.60,    110.00,
  310.7500,     16.60,     12.60,    110.00,
  310.8750,     15.79,     12.60,    110.00,
  311.0000,     15.42,     12.60,    110.00,
  311.1250,     15.36,     12.60,    110.00,
  311.2500,     15.49,     12.60,    110.00,
  311.3750,     15.71,     12.60,    110.00,
  311.5000,     16.39,     12.60,    110.00,
  311.6250,     16.46,     12.60,    110.00,
  311.7500,     16.36,     12.60,    110.00,
  311.8750,     16.12,     12.60,    110.00,
  312.0000,     15.88,     12.60,    110.00,
  312.1250,     15.71,     12.60,    110.00,
  312.2500,     15.70,     12.60,    110.00,
  312.3750,     16.13,     12.60,    110.00,
  312.5000,     16.68,     12.60,    110.00,
  312.6250,     16.81,     12.60,    110.00,
  312.7500,     16.76,     12.60,    110.00,
  312.8750,     16.55,     12.60,    110.00,
  313.0000,     16.18,     12.60,    110.00,
  313.1250,     15.82,     12.60,    110.00,
  313.2500,     15.63,     12.60,    110.00,
  313.3750,     16.10,     12.60,    110.00,
  313.5000,     16.65,     12.60,    110.00,
  313.6250,     16.68,     12.60,    110.00,
  313.7500,     16.65,     12.60,    110.00,
  313.8750,     16.49,     12.60,    110.00,
  314.0000,     16.07,     12.60,    110.00,
  314.1250,     15.60,     12.60,    110.00,
  314.2500,     15.58,     12.60,    110.00,
  314.3750,     15.78,     12.60,    110.00,
  314.5000,     16.24,     12.60,    110.00,
  314.6250,     16.40,     12.60,    110.00,
  314.7500,     16.08,     12.60,    110.00,
  314.8750,     15.47,     12.60,    110.00,
  315.0000,     15.46,     12.60,    110.00,
  315.1250,     15.36,     12.60,    110.00,
  315.2500,     15.51,     12.60,    110.00,
  315.3750,     15.74,     12.60,    110.00,
  315.5000,     16.05,     12.60,    110.00,
  315.6250,     15.87,     12.60,    110.00,
  315.7500,     15.56,     12.60,    110.00,
  315.8750,     15.64,     12.60,    110.00,
  316.0000,     15.55,     12.60,    110.00,
  316.1250,     15.48,     12.60,    110.00,
  316.2500,     15.58,     12.60,    110.00,
  316.3750,     15.66,     12.60,    110.00,
  316.5000,     16.03,     12.60,    110.00,
  316.6250,     16.05,     12.60,    110.00,
  316.7500,     15.79,     12.60,    110.00,
  316.8750,     15.37,     12.60,    110.00,
  317.0000,     15.25,     12.60,    110.00,
  317.1250,     15.28,     12.60,    110.00,
  317.2500,     15.79,     12.60,    110.00,
  317.3750,     16.03,     12.60,    110.00,
  317.5000,     16.01,     12.60,    110.00,
  317.6250,     15.95,     12.60,    110.00,
  317.7500,     15.75,     12.60,    110.00,
  317.8750,     15.05,     12.60,    110.00,
  318.0000,     14.93,     12.60,    110.00,
  318.1250,     15.78,     12.60,    110.00,
  318.2500,     15.90,     12.60,    110.00,
  318.3750,     15.76,     12.60,    110.00,
  318.5000,     15.75,     12.60,    110.00,
  318.6250,     15.87,     12.60,    110.00,
  318.7500,     15.71,     12.60,    110.00,
  318.8750,     15.39,     12.60,    110.00,
  319.0000,     15.26,     12.60,    110.00,
  319.1250,     15.77,     12.60,    110.00,
  319.2500,     15.85,     12.60,    110.00,
  319.3750,     15.78,     12.60,    110.00,
  319.5000,     15.83,     12.60,    110.00,
  319.6250,     15.80,     12.60,    110.00,
  319.7500,     15.80,     12.60,    110.00,
  319.8750,     15.82,     12.60,    110.00,
  320.0000,     15.77,     12.60,    110.00,
  320.1250,     15.74,     12.60,    110.00,
  320.2500,     15.75,     12.60,    110.00,
  320.3750,     15.79,     12.60,    110.00,
  320.5000,     15.84,     12.60,    110.00,
  320.6250,     15.74,     12.60,    110.00,
  320.7500,     15.72,     12.60,    110.00,
  320.8750,     15.67,     12.60,    110.00,
  321.0000,     15.71,     12.60,    110.00,
  321.1250,     15.59,     12.60,    110.00,
  321.2500,     15.49,     12.60,    110.00,
  321.3750,     15.40,     12.60,    110.00,
  321.5000,     15.19,     12.60,    110.00,
  321.6250,     15.19,     12.60,    110.00,
  321.7500,     15.25,     12.60,    110.00,
  321.8750,     15.23,     12.60,    110.00,
  322.0000,     14.97,     12.60,    110.00,
  322.1250,     15.06,     12.60,    110.00,
  322.2500,     15.03,     12.60,    110.00,
  322.3750,     14.99,     12.60,    110.00,
  322.5000,     14.98,     12.60,    110.00,
  322.6250,     14.96,     12.60,    110.00,
  322.7500,     14.94,     12.60,    110.00,
  322.8750,     14.92,     12.60,    110.00,
  323.0000,     14.90,     12.60,    110.00,
  323.1250,     14.88,     12.60,    110.00,
  323.2500,     14.86,     12.60,    110.00,
  323.3750,     14.85,     12.60,    110.00,
  323.5000,     14.86,     12.60,    110.00,
  323.6250,     14.86,     12.60,    110.00,
  323.7500,     14.83,     12.60,    110.00,
  323.8750,     14.77,     12.60,    110.00,
  324.0000,     14.68,     12.60,    110.00,
  324.1250,     14.61,     12.60,    110.00,
  324.2500,     14.53,     12.60,    110.00,
  324.3750,     14.48,     12.60,    110.00,
  324.5000,     14.47,     12.60,    110.00,
  324.6250,     14.47,     12.60,    110.00,
  324.7500,     14.46,     12.60,    110.00,
  324.8750,     14.49,     12.60,    110.00,
  325.0000,     14.42,     12.60,    110.00,
  325.1250,     14.33,     12.60,    110.00,
  325.2500,     14.27,     12.60,    110.00,
  325.3750,     14.24,     12.60,    110.00,
  325.5000,     14.22,     12.60,    110.00,
  325.6250,     14.22,     12.60,    110.00,
  325.7500,     14.23,     12.60,    110.00,
  325.8750,     14.20,     12.60,    110.00,
  326.0000,     14.21,     12.60,    110.00,
  326.1250,     14.15,     12.60,    110.00,
  326.2500,     14.09,     12.60,    110.00,
  326.3750,     14.04,     12.60,    110.00,
  326.5000,     14.01,     12.60,    110.00,
  326.6250,     13.95,     12.60,    110.00,
  326.7500,     13.89,     12.60,    110.00,
  326.8750,     13.90,     12.60,    110.00,
  327.0000,     13.85,     12.60,    110.00,
  327.1250,     13.84,     12.60,    110.00,
  327.2500,     13.82,     12.60,    110.00,
  327.3750,     13.81,     12.60,    110.00,
  327.5000,     13.78,     12.60,    110.00,
  327.6250,     13.70,     12.60,    110.00,
  327.7500,     13.49,     12.60,    110.00,
  327.8750,     12.99,     12.60,    110.00,
  328.0000,     12.74,     12.60,    110.00,
  328.1250,     12.67,     12.60,    110.00,
  328.2500,     12.61,     12.60,    110.00,
  328.3750,     12.62,     12.60,    110.00,
  328.5000,     12.85,     12.60,    110.00,
  328.6250,     13.28,     12.60,    110.00,
  328.7500,     13.47,     12.60,    110.00,
  328.8750,     13.57,     12.60,    110.00,
  329.0000,     13.57,     12.60,    110.00,
  329.1250,     13.57,     12.60,    110.00,
  329.2500,     13.54,     12.60,    110.00,
  329.3750,     13.49,     12.60,    110.00,
  329.5000,     13.43,     12.60,    110.00,
  329.6250,     13.42,     12.60,    110.00,
  329.7500,     13.40,     12.60,    110.00,
  329.8750,     13.33,     12.60,    110.00,
  330.0000,     13.29,     12.60,    110.00,
  330.1250,     13.24,     12.60,    110.00,
  330.2500,     13.19,     12.60,    110.00,
  330.3750,     13.15,     12.60,    110.00,
  330.5000,     13.09,     12.60,    110.00,
  330.6250,     13.05,     12.60,    110.00,
  330.7500,     12.95,     12.60,    110.00,
  330.8750,     12.93,     12.60,    110.00,
  331.0000,     12.84,     12.60,    110.00,
  331.1250,     12.73,     12.60,    110.00,
  331.2500,     12.68,     12.60,    110.00,
  331.3750,     12.66,     12.60,    110.00,
  331.5000,     12.69,     12.60,    110.00,
  331.6250,     12.78,     12.60,    110.00,
  331.7500,     12.77,     12.60,    110.00,
  331.8750,     12.78,     12.60,    110.00,
  332.0000,     12.79,     12.60,    110.00,
  332.1250,     12.73,     12.60,    110.00,
  332.2500,     12.72,     12.60,    110.00,
  332.3750,     12.70,     12.60,    110.00,
  332.5000,     12.70,     12.60,    110.00,
  332.6250,     12.70,     12.60,    110.00,
  332.7500,     12.65,     12.60,    110.00,
  332.8750,     12.65,     12.60,    110.00,
  333.0000,     12.58,     12.60,    110.00,
  333.1250,     12.51,     12.60,    110.00,
  333.2500,     12.45,     12.60,    110.00,
  333.3750,     12.41,     12.60,    110.00,
  333.5000,     12.41,     12.60,    110.00,
  333.6250,     12.44,     12.60,    110.00,
  333.7500,     12.48,     12.60,    110.00,
  333.8750,     12.48,     12.60,    110.00,
  334.0000,     12.39,     12.60,    110.00,
  334.1250,     12.37,     12.60,    110.00,
  334.2500,     12.34,     12.60,    110.00,
  334.3750,     12.30,     12.60,    110.00,
  334.5000,     12.28,     12.60,    110.00,
  334.6250,     12.28,     12.60,    110.00,
  334.7500,     12.27,     12.60,    110.00,
  334.8750,     12.21,     12.60,    110.00,
  335.0000,     12.29,     12.60,    110.00,
  335.1250,     12.26,     12.60,    110.00,
  335.2500,     12.20,     12.60,    110.00,
  335.3750,     12.09,     12.60,    110.00,
  335.5000,     12.08,     12.60,    110.00,
  335.6250,     12.11,     12.60,    110.00,
  335.7500,     12.11,     12.60,    110.00,
  335.8750,     12.08,     12.60,    110.00,
  336.0000,     12.04,     12.60,    110.00,
  336.1250,     12.02,     12.60,    110.00,
  336.2500,     11.89,     12.60,    110.00,
  336.3750,     11.97,     12.60,    110.00,
  336.5000,     11.95,     12.60,    110.00,
  336.6250,     11.92,     12.60,    110.00,
  336.7500,     11.86,     12.60,    110.00,
  336.8750,     11.83,     12.60,    110.00,
  337.0000,     11.70,     12.60,    110.00,
  337.1250,     11.66,     12.60,    110.00,
  337.2500,     11.67,     12.60,    110.00,
  337.3750,     11.81,     12.60,    110.00,
  337.5000,     11.96,     12.60,    110.00,
  337.6250,     12.03,     12.60,    110.00,
  337.7500,     12.10,     12.60,    110.00,
  337.8750,     12.13,     12.60,    110.00,
  338.0000,     12.08,     12.60,    110.00,
  338.1250,     12.01,     12.60,    110.00,
  338.2500,     11.91,     12.60,    110.00,
  338.3750,     11.84,     12.60,    110.00,
  338.5000,     11.63,     12.60,    110.00,
  338.6250,     11.42,     12.60,    110.00,
  338.7500,     11.14,     12.60,    110.00,
  338.8750,     11.04,     12.60,    110.00,
  339.0000,     11.03,     12.60,    110.00,
  339.1250,     11.08,     12.60,    110.00,
  339.2500,     11.13,     12.60,    110.00,
  339.3750,     10.97,     12.60,    110.00,
  339.5000,     11.07,     12.60,    110.00,
  339.6250,     11.14,     12.60,    110.00,
  339.7500,     11.09,     12.60,    110.00,
  339.8750,     11.08,     12.60,    110.00,
  340.0000,     11.07,     12.60,    110.00,
  340.1250,     11.04,     12.60,    110.00,
  340.2500,     11.00,     12.60,    110.00,
  340.3750,     10.95,     12.60,    110.00,
  340.5000,     10.95,     12.60,    110.00,
  340.6250,     10.99,     12.60,    110.00,
  340.7500,     11.01,     12.60,    110.00,
  340.8750,     11.02,     12.60,    110.00,
  341.0000,     11.05,     12.60,    110.00,
  341.1250,     11.08,     12.60,    110.00,
  341.2500,     11.10,     12.60,    110.00,
  341.3750,     11.13,     12.60,    110.00,
  341.5000,     11.17,     12.60,    110.00,
  341.6250,     11.17,     12.60,    110.00,
  341.7500,     11.15,     12.60,    110.00,
  341.8750,     11.10,     12.60,    110.00,
  342.0000,     11.09,     12.60,    110.00,
  342.1250,     11.09,     12.60,    110.00,
  342.2500,     11.07,     12.60,    110.00,
  342.3750,     11.05,     12.60,    110.00,
  342.5000,     11.07,     12.60,    110.00,
  342.6250,     11.05,     12.60,    110.00,
  342.7500,     11.03,     12.60,    110.00,
  342.8750,     11.00,     12.60,    110.00,
  343.0000,     10.97,     12.60,    110.00,
  343.1250,     10.92,     12.60,    110.00,
  343.2500,     10.89,     12.60,    110.00,
  343.3750,     10.87,     12.60,    110.00,
  343.5000,     10.89,     12.60,    110.00,
  343.6250,     10.87,     12.60,    110.00,
  343.7500,     10.88,     12.60,    110.00,
  343.8750,     10.90,     12.60,    110.00,
  344.0000,     10.98,     12.60,    110.00,
  344.1250,     11.07,     12.60,    110.00,
  344.2500,     11.13,     12.60,    110.00,
  344.3750,     11.25,     12.60,    110.00,
  344.5000,     11.30,     12.60,    110.00,
  344.6250,     11.33,     12.60,    110.00,
  344.7500,     11.35,     12.60,    110.00,
  344.8750,     11.35,     12.60,    110.00,
  345.0000,     11.34,     12.60,    110.00,
  345.1250,     11.32,     12.60,    110.00,
  345.2500,     11.30,     12.60,    110.00,
  345.3750,     11.29,     12.60,    110.00,
  345.5000,     11.27,     12.60,    110.00,
  345.6250,     11.25,     12.60,    110.00,
  345.7500,     11.23,     12.60,    110.00,
  345.8750,     11.24,     12.60,    110.00,
  346.0000,     11.19,     12.60,    110.00,
  346.1250,     11.15,     12.60,    110.00,
  346.2500,     11.13,     12.60,    110.00,
  346.3750,     11.10,     12.60,    110.00,
  346.5000,     11.12,     12.60,    110.00,
  346.6250,     11.14,     12.60,    110.00,
  346.7500,     11.15,     12.60,    110.00,
  346.8750,     11.14,     12.60,    110.00,
  347.0000,     11.14,     12.60,    110.00,
  347.1250,     11.11,     12.60,    110.00,
  347.2500,     11.08,     12.60,    110.00,
  347.3750,     11.06,     12.60,    110.00,
  347.5000,     11.07,     12.60,    110.00,
  347.6250,     11.08,     12.60,    110.00,
  347.7500,     11.10,     12.60,    110.00,
  347.8750,     11.11,     12.60,    110.00,
  348.0000,     11.12,     12.60,    110.00,
  348.1250,     11.11,     12.60,    110.00,
  348.2500,     11.08,     12.60,    110.00,
  348.3750,     11.04,     12.60,    110.00,
  348.5000,     11.03,     12.60,    110.00,
  348.6250,     10.98,     12.60,    110.00,
  348.7500,     10.93,     12.60,    110.00,
  348.8750,     10.88,     12.60,    110.00,
  349.0000,     10.89,     12.60,    110.00,
  349.1250,     10.86,     12.60,    110.00,
  349.2500,     10.82,     12.60,    110.00,
  349.3750,     10.80,     12.60,    110.00,
  349.5000,     10.80,     12.60,    110.00,
  349.6250,     10.80,     12.60,    110.00,
  349.7500,     10.79,     12.60,    110.00,
  349.8750,     10.77,     12.60,    110.00,
  350.0000,     10.74,     12.60,    110.00,
  350.1250,     10.70,     12.60,    110.00,
  350.2500,     10.68,     12.60,    110.00,
  350.3750,     10.66,     12.60,    110.00,
  350.5000,     10.68,     12.60,    110.00,
  350.6250,     10.70,     12.60,    110.00,
  350.7500,     10.70,     12.60,    110.00,
  350.8750,     10.76,     12.60,    110.00,
  351.0000,     10.84,     12.60,    110.00,
  351.1250,     10.84,     12.60,    110.00,
  351.2500,     10.82,     12.60,    110.00,
  351.3750,     10.81,     12.60,    110.00,
  351.5000,     10.81,     12.60,    110.00,
  351.6250,     10.82,     12.60,    110.00,
  351.7500,     10.81,     12.60,    110.00,
  351.8750,     10.77,     12.60,    110.00,
  352.0000,     10.71,     12.60,    110.00,
  352.1250,     10.69,     12.60,    110.00,
  352.2500,     10.64,     12.60,    110.00,
  352.3750,     10.60,     12.60,    110.00,
  352.5000,     10.57,     12.60,    110.00,
  352.6250,     10.55,     12.60,    110.00,
  352.7500,     10.52,     12.60,    110.00,
  352.8750,     10.46,     12.60,    110.00,
  353.0000,     10.45,     12.60,    110.00,
  353.1250,     10.45,     12.60,    110.00,
  353.2500,     10.42,     12.60,    110.00,
  353.3750,     10.40,     12.60,    110.00,
  353.5000,     10.39,     12.60,    110.00,
  353.6250,     10.40,     12.60,    110.00,
  353.7500,     10.38,     12.60,    110.00,
  353.8750,     10.37,     12.60,    110.00,
  354.0000,     10.36,     12.60,    110.00,
  354.1250,     10.36,     12.60,    110.00,
  354.2500,     10.31,     12.60,    110.00,
  354.3750,     10.25,     12.60,    110.00,
  354.5000,     10.15,     12.60,    110.00,
  354.6250,     10.10,     12.60,    110.00,
  354.7500,     10.04,     12.60,    110.00,
  354.8750,     10.01,     12.60,    110.00,
  355.0000,     10.02,     12.60,    110.00,
  355.1250,      9.99,     12.60,    110.00,
  355.2500,      9.95,     12.60,    110.00,
  355.3750,      9.91,     12.60,    110.00,
  355.5000,      9.90,     12.60,    110.00,
  355.6250,      9.92,     12.60,    115.00,
  355.7500,      9.89,     12.60,    115.00,
  355.8750,      9.85,     12.60,    115.00,
  356.0000,      9.81,     12.60,    115.00,
  356.1250,      9.77,     12.60,    115.00,
  356.2500,      9.73,     12.60,    115.00,
  356.3750,      9.68,     12.60,    115.00,
  356.5000,      9.68,     12.60,    115.00,
  356.6250,      9.68,     12.60,    115.00,
  356.7500,      9.64,     12.60,    115.00,
  356.8750,      9.60,     12.60,    115.00,
  357.0000,      9.55,     12.60,    115.00,
  357.1250,      9.51,     12.60,    115.00,
  357.2500,      9.47,     12.60,    115.00,
  357.3750,      9.44,     12.60,    115.00,
  357.5000,      9.42,     12.60,    115.00,
  357.6250,      9.42,     12.60,    115.00,
  357.7500,      9.39,     12.60,    115.00,
  357.8750,      9.36,     12.60,    115.00,
  358.0000,      9.33,     12.60,    115.00,
  358.1250,      9.31,     12.60,    115.00,
  358.2500,      9.28,     12.60,    115.00,
  358.3750,      9.26,     12.60,    115.00,
  358.5000,      9.25,     12.60,    115.00,
  358.6250,      9.25,     12.60,    115.00,
