 JDAY,ELEVATION(m),DisslvedOxygen(mg/l)
  244.5000,   84.35,    8.45,
  244.5000,   82.35,   12.28,
  244.5000,   80.35,   12.51,
  244.5000,   78.35,   12.51,
  244.5000,   76.35,   12.51,
  244.5000,   74.35,   12.51,
  244.5000,   72.35,   12.51,
  244.5000,   70.35,   12.51,
  244.5000,   68.35,   12.51,
  245.5000,  123.90,  -99.00,
  245.5000,  123.80,    7.84,
  245.5000,  120.35,    7.82,
  245.5000,  118.35,    7.71,
  245.5000,  116.35,    7.71,
  245.5000,  114.35,    4.39,
  245.5000,  112.35,    0.29,
  245.5000,  110.35,    0.00,
  245.5000,  108.35,    0.00,
  245.5000,  106.35,    0.00,
  245.5000,  104.35,    0.00,
  245.5000,  102.35,    0.00,
  245.5000,  100.35,    0.00,
  245.5000,   98.35,    0.00,
  245.5000,   96.35,    0.00,
  245.5000,   94.35,    0.00,
  245.5000,   92.35,    0.00,
  245.5000,   90.35,    0.38,
  245.5000,   88.35,    2.61,
  245.5000,   86.35,    4.77,
  245.5000,   84.35,    7.47,
  245.5000,   82.35,   11.61,
  245.5000,   80.35,   12.50,
  245.5000,   78.35,   12.50,
  245.5000,   76.35,   12.50,
  245.5000,   74.35,   12.50,
  245.5000,   72.35,   12.50,
  245.5000,   70.35,   12.50,
  245.5000,   68.35,   12.50,
  246.5000,  123.90,  -99.00,
  246.5000,  123.80,    7.91,
  246.5000,  120.35,    7.91,
  246.5000,  118.35,    7.85,
  246.5000,  116.35,    7.68,
  246.5000,  114.35,    4.57,
  246.5000,  112.35,    0.00,
  246.5000,  110.35,    0.00,
  246.5000,  108.35,    0.00,
  246.5000,  106.35,    0.00,
  246.5000,  104.35,    0.00,
  246.5000,  102.35,    0.00,
  246.5000,  100.35,    0.00,
  246.5000,   98.35,    0.00,
  246.5000,   96.35,    0.00,
  246.5000,   94.35,    0.00,
  246.5000,   92.35,    0.00,
  246.5000,   90.35,    0.21,
  246.5000,   88.35,    2.22,
  246.5000,   86.35,    4.33,
  246.5000,   84.35,    6.99,
  246.5000,   82.35,   10.98,
  246.5000,   80.35,   12.50,
  246.5000,   78.35,   12.50,
  246.5000,   76.35,   12.50,
  246.5000,   74.35,   12.50,
  246.5000,   72.35,   12.50,
  246.5000,   70.35,   12.50,
  246.5000,   68.35,   12.50,
  247.5000,  123.89,  -99.00,
  247.5000,  123.79,    7.87,
  247.5000,  120.35,    7.79,
  247.5000,  118.35,    7.35,
  247.5000,  116.35,    5.49,
  247.5000,  114.35,    2.17,
  247.5000,  112.35,    0.00,
  247.5000,  110.35,    0.00,
  247.5000,  108.35,    0.00,
  247.5000,  106.35,    0.00,
  247.5000,  104.35,    0.00,
  247.5000,  102.35,    0.00,
  247.5000,  100.35,    0.00,
  247.5000,   98.35,    0.00,
  247.5000,   96.35,    0.00,
  247.5000,   94.35,    0.00,
  247.5000,   92.35,    0.02,
  247.5000,   90.35,    0.81,
  247.5000,   88.35,    3.22,
  247.5000,   86.35,    5.31,
  247.5000,   84.35,    8.23,
  247.5000,   82.35,   12.05,
  247.5000,   80.35,   12.50,
  247.5000,   78.35,   12.50,
  247.5000,   76.35,   12.50,
  247.5000,   74.35,   12.50,
  247.5000,   72.35,   12.50,
  247.5000,   70.35,   12.50,
  247.5000,   68.35,   12.50,
  248.5000,  123.89,  -99.00,
  248.5000,  123.79,    7.80,
  248.5000,  120.35,    7.79,
  248.5000,  118.35,    7.00,
  248.5000,  116.35,    5.83,
  248.5000,  114.35,    3.62,
  248.5000,  112.35,    0.67,
  248.5000,  110.35,    0.00,
  248.5000,  108.35,    0.00,
  248.5000,  106.35,    0.00,
  248.5000,  104.35,    0.00,
  248.5000,  102.35,    0.00,
  248.5000,  100.35,    0.00,
  248.5000,   98.35,    0.00,
  248.5000,   96.35,    0.00,
  248.5000,   94.35,    0.00,
  248.5000,   92.35,    0.18,
  248.5000,   90.35,    1.51,
  248.5000,   88.35,    4.17,
  248.5000,   86.35,    6.14,
  248.5000,   84.35,    9.27,
  248.5000,   82.35,   12.50,
  248.5000,   80.35,   12.50,
  248.5000,   78.35,   12.50,
  248.5000,   76.35,   12.50,
  248.5000,   74.35,   12.50,
  248.5000,   72.35,   12.50,
  248.5000,   70.35,   12.50,
  248.5000,   68.35,   12.50,
  249.5000,  123.89,  -99.00,
  249.5000,  123.79,    7.78,
  249.5000,  120.35,    7.70,
  249.5000,  118.35,    6.39,
  249.5000,  116.35,    5.09,
  249.5000,  114.35,    2.81,
  249.5000,  112.35,    0.28,
  249.5000,  110.35,    0.00,
  249.5000,  108.35,    0.00,
  249.5000,  106.35,    0.00,
  249.5000,  104.35,    0.00,
  249.5000,  102.35,    0.00,
  249.5000,  100.35,    0.00,
  249.5000,   98.35,    0.00,
  249.5000,   96.35,    0.00,
  249.5000,   94.35,    0.00,
  249.5000,   92.35,    0.00,
  249.5000,   90.35,    0.00,
  249.5000,   88.35,    0.83,
  249.5000,   86.35,    2.99,
  249.5000,   84.35,    5.22,
  249.5000,   82.35,    9.25,
  249.5000,   80.35,   12.14,
  249.5000,   78.35,   12.50,
  249.5000,   76.35,   12.50,
  249.5000,   74.35,   12.50,
  249.5000,   72.35,   12.50,
  249.5000,   70.35,   12.50,
  249.5000,   68.35,   12.50,
  250.5000,  123.89,  -99.00,
  250.5000,  123.79,    7.79,
  250.5000,  120.35,    7.83,
  250.5000,  118.35,    6.01,
  250.5000,  116.35,    6.01,
  250.5000,  114.35,    3.63,
  250.5000,  112.35,    0.25,
  250.5000,  110.35,    0.00,
  250.5000,  108.35,    0.00,
  250.5000,  106.35,    0.00,
  250.5000,  104.35,    0.00,
  250.5000,  102.35,    0.00,
  250.5000,  100.35,    0.00,
  250.5000,   98.35,    0.00,
  250.5000,   96.35,    0.00,
  250.5000,   94.35,    0.06,
  250.5000,   92.35,    0.61,
  250.5000,   90.35,    2.25,
  250.5000,   88.35,    4.79,
  250.5000,   86.35,    6.86,
  250.5000,   84.35,   10.02,
  250.5000,   82.35,   12.51,
  250.5000,   80.35,   12.51,
  250.5000,   78.35,   12.51,
  250.5000,   76.35,   12.51,
  250.5000,   74.35,   12.51,
  250.5000,   72.35,   12.51,
  250.5000,   70.35,   12.51,
  250.5000,   68.35,   12.51,
  251.5000,  123.89,  -99.00,
  251.5000,  123.79,    7.87,
  251.5000,  120.35,    7.83,
  251.5000,  118.35,    6.96,
  251.5000,  116.35,    6.14,
  251.5000,  114.35,    3.04,
  251.5000,  112.35,    0.00,
  251.5000,  110.35,    0.00,
  251.5000,  108.35,    0.00,
  251.5000,  106.35,    0.00,
  251.5000,  104.35,    0.00,
  251.5000,  102.35,    0.00,
  251.5000,  100.35,    0.00,
  251.5000,   98.35,    0.00,
  251.5000,   96.35,    0.00,
  251.5000,   94.35,    0.00,
  251.5000,   92.35,    0.00,
  251.5000,   90.35,    0.62,
  251.5000,   88.35,    2.90,
  251.5000,   86.35,    5.06,
  251.5000,   84.35,    7.70,
  251.5000,   82.35,   11.41,
  251.5000,   80.35,   12.51,
  251.5000,   78.35,   12.51,
  251.5000,   76.35,   12.51,
  251.5000,   74.35,   12.51,
  251.5000,   72.35,   12.51,
  251.5000,   70.35,   12.51,
  251.5000,   68.35,   12.51,
  252.5000,  123.89,  -99.00,
  252.5000,  123.79,    7.79,
  252.5000,  120.35,    7.89,
  252.5000,  118.35,    6.46,
  252.5000,  116.35,    6.37,
  252.5000,  114.35,    3.90,
  252.5000,  112.35,    0.36,
  252.5000,  110.35,    0.00,
  252.5000,  108.35,    0.00,
  252.5000,  106.35,    0.00,
  252.5000,  104.35,    0.00,
  252.5000,  102.35,    0.00,
  252.5000,  100.35,    0.00,
  252.5000,   98.35,    0.00,
  252.5000,   96.35,    0.00,
  252.5000,   94.35,    0.00,
  252.5000,   92.35,    0.07,
  252.5000,   90.35,    1.15,
  252.5000,   88.35,    3.87,
  252.5000,   86.35,    5.88,
  252.5000,   84.35,    8.58,
  252.5000,   82.35,   12.50,
  252.5000,   80.35,   12.50,
  252.5000,   78.35,   12.50,
  252.5000,   76.35,   12.50,
  252.5000,   74.35,   12.50,
  252.5000,   72.35,   12.50,
  252.5000,   70.35,   12.50,
  252.5000,   68.35,   12.50,
  253.5000,  123.89,  -99.00,
  253.5000,  123.79,    7.69,
  253.5000,  120.35,    7.60,
  253.5000,  118.35,    7.53,
  253.5000,  116.35,    7.54,
  253.5000,  114.35,    6.38,
  253.5000,  112.35,    0.86,
  253.5000,  110.35,    0.00,
  253.5000,  108.35,    0.00,
  253.5000,  106.35,    0.00,
  253.5000,  104.35,    0.00,
  253.5000,  102.35,    0.00,
  253.5000,  100.35,    0.00,
  253.5000,   98.35,    0.00,
  253.5000,   96.35,    0.00,
  253.5000,   94.35,    0.00,
  253.5000,   92.35,    0.00,
  253.5000,   90.35,    0.00,
  253.5000,   88.35,    1.14,
  253.5000,   86.35,    3.47,
  253.5000,   84.35,    5.36,
  253.5000,   82.35,    9.46,
  253.5000,   80.35,   12.25,
  253.5000,   78.35,   12.50,
  253.5000,   76.35,   12.50,
  253.5000,   74.35,   12.50,
  253.5000,   72.35,   12.50,
  253.5000,   70.35,   12.50,
  253.5000,   68.35,   12.50,
  254.5000,  123.89,  -99.00,
  254.5000,  123.79,    7.85,
  254.5000,  120.35,    7.79,
  254.5000,  118.35,    7.73,
  254.5000,  116.35,    7.73,
  254.5000,  114.35,    5.31,
  254.5000,  112.35,    0.22,
  254.5000,  110.35,    0.00,
  254.5000,  108.35,    0.00,
  254.5000,  106.35,    0.00,
  254.5000,  104.35,    0.00,
  254.5000,  102.35,    0.00,
  254.5000,  100.35,    0.00,
  254.5000,   98.35,    0.00,
  254.5000,   96.35,    0.00,
  254.5000,   94.35,    0.00,
  254.5000,   92.35,    0.08,
  254.5000,   90.35,    1.01,
  254.5000,   88.35,    3.61,
  254.5000,   86.35,    5.53,
  254.5000,   84.35,    8.21,
  254.5000,   82.35,   12.45,
  254.5000,   80.35,   12.45,
  254.5000,   78.35,   12.45,
  254.5000,   76.35,   12.45,
  254.5000,   74.35,   12.45,
  254.5000,   72.35,   12.45,
  254.5000,   70.35,   12.45,
  254.5000,   68.35,   12.45,
  255.5000,  123.89,  -99.00,
  255.5000,  123.79,    7.56,
  255.5000,  120.35,    7.42,
  255.5000,  118.35,    7.07,
  255.5000,  116.35,    5.03,
  255.5000,  114.35,    2.75,
  255.5000,  112.35,    0.05,
  255.5000,  110.35,    0.00,
  255.5000,  108.35,    0.00,
  255.5000,  106.35,    0.00,
  255.5000,  104.35,    0.00,
  255.5000,  102.35,    0.00,
  255.5000,  100.35,    0.00,
  255.5000,   98.35,    0.00,
  255.5000,   96.35,    0.00,
  255.5000,   94.35,    0.00,
  255.5000,   92.35,    0.15,
  255.5000,   90.35,    1.32,
  255.5000,   88.35,    3.94,
  255.5000,   86.35,    5.87,
  255.5000,   84.35,    8.76,
  255.5000,   82.35,   12.50,
  255.5000,   80.35,   12.50,
  255.5000,   78.35,   12.50,
  255.5000,   76.35,   12.50,
  255.5000,   74.35,   12.50,
  255.5000,   72.35,   12.50,
  255.5000,   70.35,   12.50,
  255.5000,   68.35,   12.50,
  256.5000,  123.89,  -99.00,
  256.5000,  123.79,    7.05,
  256.5000,  120.35,    6.90,
  256.5000,  118.35,    6.76,
  256.5000,  116.35,    6.75,
  256.5000,  114.35,    4.46,
  256.5000,  112.35,    0.79,
  256.5000,  110.35,    0.00,
  256.5000,  108.35,    0.00,
  256.5000,  106.35,    0.00,
  256.5000,  104.35,    0.00,
  256.5000,  102.35,    0.00,
  256.5000,  100.35,    0.00,
  256.5000,   98.35,    0.00,
  256.5000,   96.35,    0.00,
  256.5000,   94.35,    0.00,
  256.5000,   92.35,    0.00,
  256.5000,   90.35,    0.81,
  256.5000,   88.35,    3.37,
  256.5000,   86.35,    5.33,
  256.5000,   84.35,    7.83,
  256.5000,   82.35,   11.86,
  256.5000,   80.35,   12.50,
  256.5000,   78.35,   12.50,
  256.5000,   76.35,   12.50,
  256.5000,   74.35,   12.50,
  256.5000,   72.35,   12.50,
  256.5000,   70.35,   12.50,
  256.5000,   68.35,   12.50,
  257.5000,  123.90,  -99.00,
  257.5000,  123.80,    7.61,
  257.5000,  120.35,    7.50,
  257.5000,  118.35,    7.36,
  257.5000,  116.35,    7.36,
  257.5000,  114.35,    6.19,
  257.5000,  112.35,    1.25,
  257.5000,  110.35,    0.00,
  257.5000,  108.35,    0.00,
  257.5000,  106.35,    0.00,
  257.5000,  104.35,    0.00,
  257.5000,  102.35,    0.00,
  257.5000,  100.35,    0.00,
  257.5000,   98.35,    0.00,
  257.5000,   96.35,    0.00,
  257.5000,   94.35,    0.00,
  257.5000,   92.35,    0.00,
  257.5000,   90.35,    0.00,
  257.5000,   88.35,    1.39,
  257.5000,   86.35,    3.64,
  257.5000,   84.35,    5.44,
  257.5000,   82.35,    9.32,
  257.5000,   80.35,   12.33,
  257.5000,   78.35,   12.50,
  257.5000,   76.35,   12.50,
  257.5000,   74.35,   12.50,
  257.5000,   72.35,   12.50,
  257.5000,   70.35,   12.50,
  257.5000,   68.35,   12.50,
  258.5000,  123.90,  -99.00,
  258.5000,  123.80,    7.97,
  258.5000,  120.35,    7.87,
  258.5000,  118.35,    7.76,
  258.5000,  116.35,    7.74,
  258.5000,  114.35,    7.48,
  258.5000,  112.35,    2.46,
  258.5000,  110.35,    0.00,
  258.5000,  108.35,    0.00,
  258.5000,  106.35,    0.00,
  258.5000,  104.35,    0.00,
  258.5000,  102.35,    0.00,
  258.5000,  100.35,    0.00,
  258.5000,   98.35,    0.00,
  258.5000,   96.35,    0.00,
  258.5000,   94.35,    0.00,
  258.5000,   92.35,    0.05,
  258.5000,   90.35,    0.83,
  258.5000,   88.35,    3.17,
  258.5000,   86.35,    5.16,
  258.5000,   84.35,    7.75,
  258.5000,   82.35,   11.51,
  258.5000,   80.35,   12.50,
  258.5000,   78.35,   12.50,
  258.5000,   76.35,   12.50,
  258.5000,   74.35,   12.50,
  258.5000,   72.35,   12.50,
  258.5000,   70.35,   12.50,
  258.5000,   68.35,   12.50,
  259.5000,  123.89,  -99.00,
  259.5000,  123.79,    7.96,
  259.5000,  120.35,    7.86,
  259.5000,  118.35,    7.47,
  259.5000,  116.35,    6.38,
  259.5000,  114.35,    4.02,
  259.5000,  112.35,    0.40,
  259.5000,  110.35,    0.00,
  259.5000,  108.35,    0.00,
  259.5000,  106.35,    0.00,
  259.5000,  104.35,    0.00,
  259.5000,  102.35,    0.00,
  259.5000,  100.35,    0.00,
  259.5000,   98.35,    0.00,
  259.5000,   96.35,    0.00,
  259.5000,   94.35,    0.03,
  259.5000,   92.35,    0.53,
  259.5000,   90.35,    2.25,
  259.5000,   88.35,    4.90,
  259.5000,   86.35,    6.92,
  259.5000,   84.35,    9.94,
  259.5000,   82.35,   12.50,
  259.5000,   80.35,   12.50,
  259.5000,   78.35,   12.50,
  259.5000,   76.35,   12.50,
  259.5000,   74.35,   12.50,
  259.5000,   72.35,   12.50,
  259.5000,   70.35,   12.50,
  259.5000,   68.35,   12.50,
  260.5000,  123.89,  -99.00,
  260.5000,  123.79,    7.59,
  260.5000,  120.35,    7.45,
  260.5000,  118.35,    7.30,
  260.5000,  116.35,    6.95,
  260.5000,  114.35,    4.52,
  260.5000,  112.35,    1.50,
  260.5000,  110.35,    0.00,
  260.5000,  108.35,    0.00,
  260.5000,  106.35,    0.00,
  260.5000,  104.35,    0.00,
  260.5000,  102.35,    0.00,
  260.5000,  100.35,    0.00,
  260.5000,   98.35,    0.00,
  260.5000,   96.35,    0.00,
  260.5000,   94.35,    0.00,
  260.5000,   92.35,    0.28,
  260.5000,   90.35,    1.80,
  260.5000,   88.35,    4.51,
  260.5000,   86.35,    6.54,
  260.5000,   84.35,    9.51,
  260.5000,   82.35,   12.51,
  260.5000,   80.35,   12.51,
  260.5000,   78.35,   12.51,
  260.5000,   76.35,   12.51,
  260.5000,   74.35,   12.51,
  260.5000,   72.35,   12.51,
  260.5000,   70.35,   12.51,
  260.5000,   68.35,   12.51,
  261.5000,  123.89,  -99.00,
  261.5000,  123.79,    7.81,
  261.5000,  120.35,    7.81,
  261.5000,  118.35,    7.81,
  261.5000,  116.35,    7.57,
  261.5000,  114.35,    5.51,
  261.5000,  112.35,    1.96,
  261.5000,  110.35,    0.04,
  261.5000,  108.35,    0.00,
  261.5000,  106.35,    0.00,
  261.5000,  104.35,    0.00,
  261.5000,  102.35,    0.00,
  261.5000,  100.35,    0.00,
  261.5000,   98.35,    0.00,
  261.5000,   96.35,    0.00,
  261.5000,   94.35,    0.00,
  261.5000,   92.35,    0.00,
  261.5000,   90.35,    0.00,
  261.5000,   88.35,    0.43,
  261.5000,   86.35,    2.45,
  261.5000,   84.35,    4.51,
  261.5000,   82.35,    8.20,
  261.5000,   80.35,   11.65,
  261.5000,   78.35,   12.50,
  261.5000,   76.35,   12.50,
  261.5000,   74.35,   12.50,
  261.5000,   72.35,   12.50,
  261.5000,   70.35,   12.50,
  261.5000,   68.35,   12.50,
  262.5000,  123.89,  -99.00,
  262.5000,  123.79,    7.58,
  262.5000,  120.35,    7.42,
  262.5000,  118.35,    7.20,
  262.5000,  116.35,    5.56,
  262.5000,  114.35,    3.13,
  262.5000,  112.35,    1.25,
  262.5000,  110.35,    0.00,
  262.5000,  108.35,    0.00,
  262.5000,  106.35,    0.00,
  262.5000,  104.35,    0.00,
  262.5000,  102.35,    0.00,
  262.5000,  100.35,    0.00,
  262.5000,   98.35,    0.00,
  262.5000,   96.35,    0.00,
  262.5000,   94.35,    0.01,
  262.5000,   92.35,    0.37,
  262.5000,   90.35,    1.77,
  262.5000,   88.35,    4.32,
  262.5000,   86.35,    6.49,
  262.5000,   84.35,    9.50,
  262.5000,   82.35,   12.50,
  262.5000,   80.35,   12.50,
  262.5000,   78.35,   12.50,
  262.5000,   76.35,   12.50,
  262.5000,   74.35,   12.50,
  262.5000,   72.35,   12.50,
  262.5000,   70.35,   12.50,
  262.5000,   68.35,   12.50,
  263.5000,  123.89,  -99.00,
  263.5000,  123.79,    6.61,
  263.5000,  120.35,    6.43,
  263.5000,  118.35,    6.18,
  263.5000,  116.35,    5.03,
  263.5000,  114.35,    1.16,
  263.5000,  112.35,    1.17,
  263.5000,  110.35,    0.00,
  263.5000,  108.35,    0.00,
  263.5000,  106.35,    0.00,
  263.5000,  104.35,    0.00,
  263.5000,  102.35,    0.00,
  263.5000,  100.35,    0.00,
  263.5000,   98.35,    0.00,
  263.5000,   96.35,    0.00,
  263.5000,   94.35,    0.02,
  263.5000,   92.35,    0.57,
  263.5000,   90.35,    2.26,
  263.5000,   88.35,    5.01,
  263.5000,   86.35,    7.18,
  263.5000,   84.35,   10.18,
  263.5000,   82.35,   12.51,
  263.5000,   80.35,   12.51,
  263.5000,   78.35,   12.51,
  263.5000,   76.35,   12.51,
  263.5000,   74.35,   12.51,
  263.5000,   72.35,   12.51,
  263.5000,   70.35,   12.51,
  263.5000,   68.35,   12.51,
  264.5000,  123.90,  -99.00,
  264.5000,  123.80,    6.07,
  264.5000,  120.35,    5.94,
  264.5000,  118.35,    5.24,
  264.5000,  116.35,    5.24,
  264.5000,  114.35,    5.24,
  264.5000,  112.35,    2.01,
  264.5000,  110.35,    0.19,
  264.5000,  108.35,    0.00,
  264.5000,  106.35,    0.00,
  264.5000,  104.35,    0.00,
  264.5000,  102.35,    0.00,
  264.5000,  100.35,    0.00,
  264.5000,   98.35,    0.00,
  264.5000,   96.35,    0.00,
  264.5000,   94.35,    0.00,
  264.5000,   92.35,    0.00,
  264.5000,   90.35,    0.17,
  264.5000,   88.35,    2.32,
  264.5000,   86.35,    4.60,
  264.5000,   84.35,    7.07,
  264.5000,   82.35,   10.76,
  264.5000,   80.35,   12.50,
  264.5000,   78.35,   12.50,
  264.5000,   76.35,   12.50,
  264.5000,   74.35,   12.50,
  264.5000,   72.35,   12.50,
  264.5000,   70.35,   12.50,
  264.5000,   68.35,   12.50,
  265.5000,  123.89,  -99.00,
  265.5000,  123.79,    6.65,
  265.5000,  120.35,    6.46,
  265.5000,  118.35,    6.30,
  265.5000,  116.35,    6.30,
  265.5000,  114.35,    5.18,
  265.5000,  112.35,    1.83,
  265.5000,  110.35,    0.00,
  265.5000,  108.35,    0.00,
  265.5000,  106.35,    0.00,
  265.5000,  104.35,    0.00,
  265.5000,  102.35,    0.00,
  265.5000,  100.35,    0.00,
  265.5000,   98.35,    0.00,
  265.5000,   96.35,    0.00,
  265.5000,   94.35,    0.00,
  265.5000,   92.35,    0.00,
  265.5000,   90.35,    0.56,
  265.5000,   88.35,    3.07,
  265.5000,   86.35,    5.13,
  265.5000,   84.35,    7.12,
  265.5000,   82.35,   11.63,
  265.5000,   80.35,   12.50,
  265.5000,   78.35,   12.50,
  265.5000,   76.35,   12.50,
  265.5000,   74.35,   12.50,
  265.5000,   72.35,   12.50,
  265.5000,   70.35,   12.50,
  265.5000,   68.35,   12.50,
  266.5000,  123.90,  -99.00,
  266.5000,  123.80,    7.24,
  266.5000,  120.35,    7.08,
  266.5000,  118.35,    6.98,
  266.5000,  116.35,    6.93,
  266.5000,  114.35,    6.33,
  266.5000,  112.35,    2.28,
  266.5000,  110.35,    0.17,
  266.5000,  108.35,    0.00,
  266.5000,  106.35,    0.00,
  266.5000,  104.35,    0.00,
  266.5000,  102.35,    0.00,
  266.5000,  100.35,    0.00,
  266.5000,   98.35,    0.00,
  266.5000,   96.35,    0.00,
  266.5000,   94.35,    0.00,
  266.5000,   92.35,    0.22,
  266.5000,   90.35,    1.47,
  266.5000,   88.35,    4.04,
  266.5000,   86.35,    6.01,
  266.5000,   84.35,    8.67,
  266.5000,   82.35,   12.17,
  266.5000,   80.35,   12.50,
  266.5000,   78.35,   12.50,
  266.5000,   76.35,   12.50,
  266.5000,   74.35,   12.50,
  266.5000,   72.35,   12.50,
  266.5000,   70.35,   12.50,
  266.5000,   68.35,   12.50,
  267.5000,  123.89,  -99.00,
  267.5000,  123.79,    7.59,
  267.5000,  120.35,    7.54,
  267.5000,  118.35,    7.47,
  267.5000,  116.35,    7.32,
  267.5000,  114.35,    6.57,
  267.5000,  112.35,    2.38,
  267.5000,  110.35,    0.00,
  267.5000,  108.35,    0.00,
  267.5000,  106.35,    0.00,
  267.5000,  104.35,    0.00,
  267.5000,  102.35,    0.00,
  267.5000,  100.35,    0.00,
  267.5000,   98.35,    0.00,
  267.5000,   96.35,    0.00,
  267.5000,   94.35,    0.01,
  267.5000,   92.35,    0.44,
  267.5000,   90.35,    1.98,
  267.5000,   88.35,    4.53,
  267.5000,   86.35,    6.50,
  267.5000,   84.35,    9.30,
  267.5000,   82.35,   12.29,
  267.5000,   80.35,   12.50,
  267.5000,   78.35,   12.50,
  267.5000,   76.35,   12.50,
  267.5000,   74.35,   12.50,
  267.5000,   72.35,   12.50,
  267.5000,   70.35,   12.50,
  267.5000,   68.35,   12.50,
  268.5000,  123.89,  -99.00,
  268.5000,  123.79,    7.21,
  268.5000,  120.35,    7.14,
  268.5000,  118.35,    7.11,
