 JDAY,ELEVATION(m),DisslvedOxygen(mg/l)
  216.5000,  100.35,    0.61,
  216.5000,   98.35,    0.80,
  216.5000,   96.35,    0.84,
  216.5000,   94.35,    0.81,
  216.5000,   92.35,    0.79,
  216.5000,   90.35,    0.36,
  216.5000,   88.35,    1.72,
  216.5000,   86.35,    5.19,
  216.5000,   84.35,    8.52,
  216.5000,   82.35,   11.54,
  216.5000,   80.35,   12.56,
  216.5000,   78.35,   12.50,
  216.5000,   76.35,   12.50,
  216.5000,   74.35,   12.50,
  216.5000,   72.35,   12.50,
  216.5000,   70.35,   12.50,
  216.5000,   68.35,   12.50,
  217.5000,  123.90,  -99.00,
  217.5000,  123.80,    7.40,
  217.5000,  120.35,    7.41,
  217.5000,  118.35,    7.40,
  217.5000,  116.35,    6.48,
  217.5000,  114.35,    2.56,
  217.5000,  112.35,    0.21,
  217.5000,  110.35,    0.00,
  217.5000,  108.35,    0.00,
  217.5000,  106.35,    0.02,
  217.5000,  104.35,    0.25,
  217.5000,  102.35,    0.61,
  217.5000,  100.35,    0.80,
  217.5000,   98.35,    0.79,
  217.5000,   96.35,    0.75,
  217.5000,   94.35,    0.78,
  217.5000,   92.35,    1.21,
  217.5000,   90.35,    3.18,
  217.5000,   88.35,    6.79,
  217.5000,   86.35,    9.16,
  217.5000,   84.35,   11.38,
  217.5000,   82.35,   12.50,
  217.5000,   80.35,   12.50,
  217.5000,   78.35,   12.50,
  217.5000,   76.35,   12.50,
  217.5000,   74.35,   12.50,
  217.5000,   72.35,   12.50,
  217.5000,   70.35,   12.50,
  217.5000,   68.35,   12.50,
  218.5000,  123.90,  -99.00,
  218.5000,  123.80,    7.34,
  218.5000,  120.35,    7.33,
  218.5000,  118.35,    7.33,
  218.5000,  116.35,    5.58,
  218.5000,  114.35,    1.84,
  218.5000,  112.35,    0.04,
  218.5000,  110.35,    0.00,
  218.5000,  108.35,    0.00,
  218.5000,  106.35,    0.00,
  218.5000,  104.35,    0.01,
  218.5000,  102.35,    0.26,
  218.5000,  100.35,    0.57,
  218.5000,   98.35,    0.72,
  218.5000,   96.35,    0.73,
  218.5000,   94.35,    0.73,
  218.5000,   92.35,    0.62,
  218.5000,   90.35,    1.00,
  218.5000,   88.35,    3.83,
  218.5000,   86.35,    6.89,
  218.5000,   84.35,    9.68,
  218.5000,   82.35,   11.97,
  218.5000,   80.35,   12.50,
  218.5000,   78.35,   12.50,
  218.5000,   76.35,   12.50,
  218.5000,   74.35,   12.50,
  218.5000,   72.35,   12.50,
  218.5000,   70.35,   12.50,
  218.5000,   68.35,   12.50,
  219.5000,  123.90,  -99.00,
  219.5000,  123.80,    7.37,
  219.5000,  120.35,    7.35,
  219.5000,  118.35,    7.32,
  219.5000,  116.35,    5.42,
  219.5000,  114.35,    1.90,
  219.5000,  112.35,    0.00,
  219.5000,  110.35,    0.00,
  219.5000,  108.35,    0.00,
  219.5000,  106.35,    0.00,
  219.5000,  104.35,    0.06,
  219.5000,  102.35,    0.35,
  219.5000,  100.35,    0.62,
  219.5000,   98.35,    0.70,
  219.5000,   96.35,    0.69,
  219.5000,   94.35,    0.67,
  219.5000,   92.35,    0.61,
  219.5000,   90.35,    1.01,
  219.5000,   88.35,    3.93,
  219.5000,   86.35,    6.74,
  219.5000,   84.35,    9.40,
  219.5000,   82.35,   12.10,
  219.5000,   80.35,   12.50,
  219.5000,   78.35,   12.50,
  219.5000,   76.35,   12.50,
  219.5000,   74.35,   12.50,
  219.5000,   72.35,   12.50,
  219.5000,   70.35,   12.50,
  219.5000,   68.35,   12.50,
  220.5000,  123.90,  -99.00,
  220.5000,  123.80,    7.41,
  220.5000,  120.35,    7.43,
  220.5000,  118.35,    7.02,
  220.5000,  116.35,    4.90,
  220.5000,  114.35,    2.04,
  220.5000,  112.35,    0.04,
  220.5000,  110.35,    0.00,
  220.5000,  108.35,    0.00,
  220.5000,  106.35,    0.00,
  220.5000,  104.35,    0.01,
  220.5000,  102.35,    0.25,
  220.5000,  100.35,    0.54,
  220.5000,   98.35,    0.65,
  220.5000,   96.35,    0.65,
  220.5000,   94.35,    0.62,
  220.5000,   92.35,    0.60,
  220.5000,   90.35,    0.89,
  220.5000,   88.35,    3.70,
  220.5000,   86.35,    6.41,
  220.5000,   84.35,    9.05,
  220.5000,   82.35,   12.19,
  220.5000,   80.35,   12.50,
  220.5000,   78.35,   12.50,
  220.5000,   76.35,   12.50,
  220.5000,   74.35,   12.50,
  220.5000,   72.35,   12.50,
  220.5000,   70.35,   12.50,
  220.5000,   68.35,   12.50,
  221.5000,  123.89,  -99.00,
  221.5000,  123.79,    7.48,
  221.5000,  120.35,    7.46,
  221.5000,  118.35,    6.91,
  221.5000,  116.35,    4.45,
  221.5000,  114.35,    1.38,
  221.5000,  112.35,    0.00,
  221.5000,  110.35,    0.00,
  221.5000,  108.35,    0.00,
  221.5000,  106.35,    0.00,
  221.5000,  104.35,    0.00,
  221.5000,  102.35,    0.15,
  221.5000,  100.35,    0.42,
  221.5000,   98.35,    0.58,
  221.5000,   96.35,    0.61,
  221.5000,   94.35,    0.60,
  221.5000,   92.35,    0.55,
  221.5000,   90.35,    0.80,
  221.5000,   88.35,    3.41,
  221.5000,   86.35,    6.11,
  221.5000,   84.35,    8.90,
  221.5000,   82.35,   11.77,
  221.5000,   80.35,   12.50,
  221.5000,   78.35,   12.50,
  221.5000,   76.35,   12.50,
  221.5000,   74.35,   12.50,
  221.5000,   72.35,   12.50,
  221.5000,   70.35,   12.50,
  221.5000,   68.35,   12.50,
  222.5000,  123.89,  -99.00,
  222.5000,  123.79,    7.47,
  222.5000,  120.35,    7.49,
  222.5000,  118.35,    6.80,
  222.5000,  116.35,    4.70,
  222.5000,  114.35,    1.79,
  222.5000,  112.35,    0.00,
  222.5000,  110.35,    0.00,
  222.5000,  108.35,    0.00,
  222.5000,  106.35,    0.00,
  222.5000,  104.35,    0.04,
  222.5000,  102.35,    0.28,
  222.5000,  100.35,    0.53,
  222.5000,   98.35,    0.58,
  222.5000,   96.35,    0.57,
  222.5000,   94.35,    0.58,
  222.5000,   92.35,    0.78,
  222.5000,   90.35,    2.35,
  222.5000,   88.35,    5.47,
  222.5000,   86.35,    7.83,
  222.5000,   84.35,   10.59,
  222.5000,   82.35,   12.51,
  222.5000,   80.35,   12.51,
  222.5000,   78.35,   12.51,
  222.5000,   76.35,   12.51,
  222.5000,   74.35,   12.51,
  222.5000,   72.35,   12.51,
  222.5000,   70.35,   12.51,
  222.5000,   68.35,   12.51,
  223.5000,  123.89,  -99.00,
  223.5000,  123.79,    7.56,
  223.5000,  120.35,    7.56,
  223.5000,  118.35,    7.60,
  223.5000,  116.35,    5.97,
  223.5000,  114.35,    2.29,
  223.5000,  112.35,    0.09,
  223.5000,  110.35,    0.00,
  223.5000,  108.35,    0.00,
  223.5000,  106.35,    0.00,
  223.5000,  104.35,    0.00,
  223.5000,  102.35,    0.15,
  223.5000,  100.35,    0.39,
  223.5000,   98.35,    0.52,
  223.5000,   96.35,    0.53,
  223.5000,   94.35,    0.53,
  223.5000,   92.35,    0.48,
  223.5000,   90.35,    0.70,
  223.5000,   88.35,    3.17,
  223.5000,   86.35,    5.78,
  223.5000,   84.35,    8.54,
  223.5000,   82.35,   11.73,
  223.5000,   80.35,   12.51,
  223.5000,   78.35,   12.51,
  223.5000,   76.35,   12.51,
  223.5000,   74.35,   12.51,
  223.5000,   72.35,   12.51,
  223.5000,   70.35,   12.51,
  223.5000,   68.35,   12.51,
  224.5000,  123.90,  -99.00,
  224.5000,  123.80,    7.51,
  224.5000,  120.35,    7.53,
  224.5000,  118.35,    7.59,
  224.5000,  116.35,    6.37,
  224.5000,  114.35,    2.34,
  224.5000,  112.35,    0.13,
  224.5000,  110.35,    0.00,
  224.5000,  108.35,    0.00,
  224.5000,  106.35,    0.00,
  224.5000,  104.35,    0.00,
  224.5000,  102.35,    0.12,
  224.5000,  100.35,    0.35,
  224.5000,   98.35,    0.48,
  224.5000,   96.35,    0.50,
  224.5000,   94.35,    0.49,
  224.5000,   92.35,    0.47,
  224.5000,   90.35,    0.80,
  224.5000,   88.35,    3.57,
  224.5000,   86.35,    5.99,
  224.5000,   84.35,    8.66,
  224.5000,   82.35,   12.14,
  224.5000,   80.35,   12.50,
  224.5000,   78.35,   12.50,
  224.5000,   76.35,   12.50,
  224.5000,   74.35,   12.50,
  224.5000,   72.35,   12.50,
  224.5000,   70.35,   12.50,
  224.5000,   68.35,   12.50,
  225.5000,  123.89,  -99.00,
  225.5000,  123.79,    7.49,
  225.5000,  120.35,    7.50,
  225.5000,  118.35,    7.44,
  225.5000,  116.35,    5.50,
  225.5000,  114.35,    0.94,
  225.5000,  112.35,    0.00,
  225.5000,  110.35,    0.00,
  225.5000,  108.35,    0.00,
  225.5000,  106.35,    0.00,
  225.5000,  104.35,    0.00,
  225.5000,  102.35,    0.14,
  225.5000,  100.35,    0.35,
  225.5000,   98.35,    0.45,
  225.5000,   96.35,    0.46,
  225.5000,   94.35,    0.45,
  225.5000,   92.35,    0.44,
  225.5000,   90.35,    0.67,
  225.5000,   88.35,    3.37,
  225.5000,   86.35,    5.74,
  225.5000,   84.35,    8.31,
  225.5000,   82.35,   12.04,
  225.5000,   80.35,   12.50,
  225.5000,   78.35,   12.50,
  225.5000,   76.35,   12.50,
  225.5000,   74.35,   12.50,
  225.5000,   72.35,   12.50,
  225.5000,   70.35,   12.50,
  225.5000,   68.35,   12.50,
  226.5000,  123.90,  -99.00,
  226.5000,  123.80,    7.42,
  226.5000,  120.35,    7.44,
  226.5000,  118.35,    7.04,
  226.5000,  116.35,    5.32,
  226.5000,  114.35,    1.95,
  226.5000,  112.35,    0.15,
  226.5000,  110.35,    0.00,
  226.5000,  108.35,    0.00,
  226.5000,  106.35,    0.00,
  226.5000,  104.35,    0.00,
  226.5000,  102.35,    0.11,
  226.5000,  100.35,    0.33,
  226.5000,   98.35,    0.43,
  226.5000,   96.35,    0.42,
  226.5000,   94.35,    0.44,
  226.5000,   92.35,    0.61,
  226.5000,   90.35,    1.84,
  226.5000,   88.35,    4.89,
  226.5000,   86.35,    7.01,
  226.5000,   84.35,    9.92,
  226.5000,   82.35,   12.51,
  226.5000,   80.35,   12.51,
  226.5000,   78.35,   12.51,
  226.5000,   76.35,   12.51,
  226.5000,   74.35,   12.51,
  226.5000,   72.35,   12.51,
  226.5000,   70.35,   12.51,
  226.5000,   68.35,   12.51,
  227.5000,  123.89,  -99.00,
  227.5000,  123.79,    7.39,
  227.5000,  120.35,    7.41,
  227.5000,  118.35,    6.83,
  227.5000,  116.35,    4.97,
  227.5000,  114.35,    1.74,
  227.5000,  112.35,    0.00,
  227.5000,  110.35,    0.00,
  227.5000,  108.35,    0.00,
  227.5000,  106.35,    0.00,
  227.5000,  104.35,    0.00,
  227.5000,  102.35,    0.00,
  227.5000,  100.35,    0.15,
  227.5000,   98.35,    0.32,
  227.5000,   96.35,    0.38,
  227.5000,   94.35,    0.39,
  227.5000,   92.35,    0.37,
  227.5000,   90.35,    0.30,
  227.5000,   88.35,    2.22,
  227.5000,   86.35,    4.65,
  227.5000,   84.35,    7.10,
  227.5000,   82.35,   10.87,
  227.5000,   80.35,   12.50,
  227.5000,   78.35,   12.50,
  227.5000,   76.35,   12.50,
  227.5000,   74.35,   12.50,
  227.5000,   72.35,   12.50,
  227.5000,   70.35,   12.50,
  227.5000,   68.35,   12.50,
  228.5000,  123.90,  -99.00,
  228.5000,  123.80,    7.18,
  228.5000,  120.35,    7.15,
  228.5000,  118.35,    7.21,
  228.5000,  116.35,    5.85,
  228.5000,  114.35,    2.15,
  228.5000,  112.35,    0.10,
  228.5000,  110.35,    0.00,
  228.5000,  108.35,    0.00,
  228.5000,  106.35,    0.00,
  228.5000,  104.35,    0.00,
  228.5000,  102.35,    0.02,
  228.5000,  100.35,    0.19,
  228.5000,   98.35,    0.33,
  228.5000,   96.35,    0.35,
  228.5000,   94.35,    0.36,
  228.5000,   92.35,    0.44,
  228.5000,   90.35,    1.31,
  228.5000,   88.35,    4.15,
  228.5000,   86.35,    6.28,
  228.5000,   84.35,    9.16,
  228.5000,   82.35,   12.51,
  228.5000,   80.35,   12.51,
  228.5000,   78.35,   12.51,
  228.5000,   76.35,   12.51,
  228.5000,   74.35,   12.51,
  228.5000,   72.35,   12.51,
  228.5000,   70.35,   12.51,
  228.5000,   68.35,   12.51,
  229.5000,  123.89,  -99.00,
  229.5000,  123.79,    7.54,
  229.5000,  120.35,    7.50,
  229.5000,  118.35,    7.51,
  229.5000,  116.35,    5.86,
  229.5000,  114.35,    1.50,
  229.5000,  112.35,    0.00,
  229.5000,  110.35,    0.00,
  229.5000,  108.35,    0.00,
  229.5000,  106.35,    0.00,
  229.5000,  104.35,    0.00,
  229.5000,  102.35,    0.00,
  229.5000,  100.35,    0.08,
  229.5000,   98.35,    0.23,
  229.5000,   96.35,    0.30,
  229.5000,   94.35,    0.33,
  229.5000,   92.35,    0.30,
  229.5000,   90.35,    0.28,
  229.5000,   88.35,    2.12,
  229.5000,   86.35,    4.40,
  229.5000,   84.35,    6.97,
  229.5000,   82.35,   10.70,
  229.5000,   80.35,   12.50,
  229.5000,   78.35,   12.50,
  229.5000,   76.35,   12.50,
  229.5000,   74.35,   12.50,
  229.5000,   72.35,   12.50,
  229.5000,   70.35,   12.50,
  229.5000,   68.35,   12.50,
  230.5000,  123.89,  -99.00,
  230.5000,  123.79,    7.69,
  230.5000,  120.35,    7.68,
  230.5000,  118.35,    7.47,
  230.5000,  116.35,    7.01,
  230.5000,  114.35,    1.90,
  230.5000,  112.35,    0.00,
  230.5000,  110.35,    0.00,
  230.5000,  108.35,    0.00,
  230.5000,  106.35,    0.00,
  230.5000,  104.35,    0.00,
  230.5000,  102.35,    0.00,
  230.5000,  100.35,    0.12,
  230.5000,   98.35,    0.24,
  230.5000,   96.35,    0.29,
  230.5000,   94.35,    0.30,
  230.5000,   92.35,    0.28,
  230.5000,   90.35,    0.70,
  230.5000,   88.35,    3.03,
  230.5000,   86.35,    5.30,
  230.5000,   84.35,    8.18,
  230.5000,   82.35,   11.70,
  230.5000,   80.35,   12.50,
  230.5000,   78.35,   12.50,
  230.5000,   76.35,   12.50,
  230.5000,   74.35,   12.50,
  230.5000,   72.35,   12.50,
  230.5000,   70.35,   12.50,
  230.5000,   68.35,   12.50,
  231.5000,  123.90,  -99.00,
  231.5000,  123.80,    7.64,
  231.5000,  120.35,    7.65,
  231.5000,  118.35,    7.69,
  231.5000,  116.35,    6.88,
  231.5000,  114.35,    2.22,
  231.5000,  112.35,    0.07,
  231.5000,  110.35,    0.00,
  231.5000,  108.35,    0.00,
  231.5000,  106.35,    0.00,
  231.5000,  104.35,    0.00,
  231.5000,  102.35,    0.00,
  231.5000,  100.35,    0.12,
  231.5000,   98.35,    0.22,
  231.5000,   96.35,    0.26,
  231.5000,   94.35,    0.27,
  231.5000,   92.35,    0.27,
  231.5000,   90.35,    0.80,
  231.5000,   88.35,    3.53,
  231.5000,   86.35,    5.71,
  231.5000,   84.35,    8.57,
  231.5000,   82.35,   12.51,
  231.5000,   80.35,   12.51,
  231.5000,   78.35,   12.51,
  231.5000,   76.35,   12.51,
  231.5000,   74.35,   12.51,
  231.5000,   72.35,   12.51,
  231.5000,   70.35,   12.51,
  231.5000,   68.35,   12.51,
  232.5000,  123.90,  -99.00,
  232.5000,  123.80,    7.61,
  232.5000,  120.35,    7.62,
  232.5000,  118.35,    7.66,
  232.5000,  116.35,    6.34,
  232.5000,  114.35,    1.59,
  232.5000,  112.35,    0.00,
  232.5000,  110.35,    0.00,
  232.5000,  108.35,    0.00,
  232.5000,  106.35,    0.00,
  232.5000,  104.35,    0.00,
  232.5000,  102.35,    0.00,
  232.5000,  100.35,    0.01,
  232.5000,   98.35,    0.12,
  232.5000,   96.35,    0.20,
  232.5000,   94.35,    0.24,
  232.5000,   92.35,    0.21,
  232.5000,   90.35,    0.34,
  232.5000,   88.35,    2.81,
  232.5000,   86.35,    5.07,
  232.5000,   84.35,    7.61,
  232.5000,   82.35,   11.89,
  232.5000,   80.35,   12.50,
  232.5000,   78.35,   12.50,
  232.5000,   76.35,   12.50,
  232.5000,   74.35,   12.50,
  232.5000,   72.35,   12.50,
  232.5000,   70.35,   12.50,
  232.5000,   68.35,   12.50,
  233.5000,  123.90,  -99.00,
  233.5000,  123.80,    7.58,
  233.5000,  120.35,    7.59,
  233.5000,  118.35,    7.64,
  233.5000,  116.35,    7.07,
  233.5000,  114.35,    2.75,
  233.5000,  112.35,    0.19,
  233.5000,  110.35,    0.00,
  233.5000,  108.35,    0.00,
  233.5000,  106.35,    0.00,
  233.5000,  104.35,    0.00,
  233.5000,  102.35,    0.00,
  233.5000,  100.35,    0.02,
  233.5000,   98.35,    0.13,
  233.5000,   96.35,    0.19,
  233.5000,   94.35,    0.20,
  233.5000,   92.35,    0.18,
  233.5000,   90.35,    0.56,
  233.5000,   88.35,    3.31,
  233.5000,   86.35,    5.43,
  233.5000,   84.35,    7.97,
  233.5000,   82.35,   12.50,
  233.5000,   80.35,   12.50,
  233.5000,   78.35,   12.50,
  233.5000,   76.35,   12.50,
  233.5000,   74.35,   12.50,
  233.5000,   72.35,   12.50,
  233.5000,   70.35,   12.50,
  233.5000,   68.35,   12.50,
  234.5000,  123.90,  -99.00,
  234.5000,  123.80,    7.55,
  234.5000,  120.35,    7.56,
  234.5000,  118.35,    7.52,
  234.5000,  116.35,    6.63,
  234.5000,  114.35,    2.05,
  234.5000,  112.35,    0.00,
  234.5000,  110.35,    0.00,
  234.5000,  108.35,    0.00,
  234.5000,  106.35,    0.00,
  234.5000,  104.35,    0.00,
  234.5000,  102.35,    0.00,
  234.5000,  100.35,    0.00,
  234.5000,   98.35,    0.07,
  234.5000,   96.35,    0.14,
  234.5000,   94.35,    0.18,
  234.5000,   92.35,    0.13,
  234.5000,   90.35,    0.24,
  234.5000,   88.35,    2.35,
  234.5000,   86.35,    4.55,
  234.5000,   84.35,    6.91,
  234.5000,   82.35,   10.97,
  234.5000,   80.35,   12.49,
  234.5000,   78.35,   12.50,
  234.5000,   76.35,   12.50,
  234.5000,   74.35,   12.50,
  234.5000,   72.35,   12.50,
  234.5000,   70.35,   12.50,
  234.5000,   68.35,   12.50,
  235.5000,  123.89,  -99.00,
  235.5000,  123.79,    7.43,
  235.5000,  120.35,    7.31,
  235.5000,  118.35,    6.48,
  235.5000,  116.35,    4.47,
  235.5000,  114.35,    0.97,
  235.5000,  112.35,    0.00,
  235.5000,  110.35,    0.00,
  235.5000,  108.35,    0.00,
  235.5000,  106.35,    0.00,
  235.5000,  104.35,    0.00,
  235.5000,  102.35,    0.00,
  235.5000,  100.35,    0.01,
  235.5000,   98.35,    0.08,
  235.5000,   96.35,    0.13,
  235.5000,   94.35,    0.17,
  235.5000,   92.35,    0.30,
  235.5000,   90.35,    1.30,
  235.5000,   88.35,    3.92,
  235.5000,   86.35,    6.08,
  235.5000,   84.35,    9.01,
  235.5000,   82.35,   12.50,
  235.5000,   80.35,   12.50,
  235.5000,   78.35,   12.50,
  235.5000,   76.35,   12.50,
  235.5000,   74.35,   12.50,
  235.5000,   72.35,   12.50,
  235.5000,   70.35,   12.50,
  235.5000,   68.35,   12.50,
  236.5000,  123.89,  -99.00,
  236.5000,  123.79,    7.27,
  236.5000,  120.35,    7.19,
  236.5000,  118.35,    6.81,
  236.5000,  116.35,    4.54,
  236.5000,  114.35,    1.96,
  236.5000,  112.35,    0.06,
  236.5000,  110.35,    0.00,
  236.5000,  108.35,    0.00,
  236.5000,  106.35,    0.00,
  236.5000,  104.35,    0.00,
  236.5000,  102.35,    0.00,
  236.5000,  100.35,    0.01,
  236.5000,   98.35,    0.08,
  236.5000,   96.35,    0.12,
  236.5000,   94.35,    0.18,
  236.5000,   92.35,    0.44,
  236.5000,   90.35,    1.83,
  236.5000,   88.35,    4.48,
  236.5000,   86.35,    6.46,
  236.5000,   84.35,    9.39,
  236.5000,   82.35,   12.50,
  236.5000,   80.35,   12.50,
  236.5000,   78.35,   12.50,
  236.5000,   76.35,   12.50,
  236.5000,   74.35,   12.50,
  236.5000,   72.35,   12.50,
  236.5000,   70.35,   12.50,
  236.5000,   68.35,   12.50,
  237.5000,  123.89,  -99.00,
  237.5000,  123.79,    6.90,
  237.5000,  120.35,    6.81,
  237.5000,  118.35,    6.79,
  237.5000,  116.35,    4.53,
  237.5000,  114.35,    1.92,
  237.5000,  112.35,    0.03,
  237.5000,  110.35,    0.00,
  237.5000,  108.35,    0.00,
  237.5000,  106.35,    0.00,
  237.5000,  104.35,    0.00,
  237.5000,  102.35,    0.00,
  237.5000,  100.35,    0.00,
  237.5000,   98.35,    0.01,
  237.5000,   96.35,    0.05,
  237.5000,   94.35,    0.08,
  237.5000,   92.35,    0.11,
  237.5000,   90.35,    0.57,
  237.5000,   88.35,    2.51,
  237.5000,   86.35,    4.61,
  237.5000,   84.35,    7.20,
  237.5000,   82.35,   11.11,
  237.5000,   80.35,   12.50,
  237.5000,   78.35,   12.50,
  237.5000,   76.35,   12.50,
  237.5000,   74.35,   12.50,
  237.5000,   72.35,   12.50,
  237.5000,   70.35,   12.50,
  237.5000,   68.35,   12.50,
  238.5000,  123.89,  -99.00,
  238.5000,  123.79,    7.27,
  238.5000,  120.35,    7.18,
  238.5000,  118.35,    7.18,
  238.5000,  116.35,    5.73,
  238.5000,  114.35,    2.33,
  238.5000,  112.35,    0.00,
  238.5000,  110.35,    0.00,
  238.5000,  108.35,    0.00,
  238.5000,  106.35,    0.00,
  238.5000,  104.35,    0.00,
  238.5000,  102.35,    0.00,
  238.5000,  100.35,    0.00,
  238.5000,   98.35,    0.01,
  238.5000,   96.35,    0.04,
  238.5000,   94.35,    0.09,
  238.5000,   92.35,    0.36,
  238.5000,   90.35,    1.75,
  238.5000,   88.35,    4.36,
  238.5000,   86.35,    6.59,
  238.5000,   84.35,    9.89,
  238.5000,   82.35,   12.50,
  238.5000,   80.35,   12.50,
  238.5000,   78.35,   12.50,
  238.5000,   76.35,   12.50,
  238.5000,   74.35,   12.50,
  238.5000,   72.35,   12.50,
  238.5000,   70.35,   12.50,
  238.5000,   68.35,   12.50,
  239.5000,  123.90,  -99.00,
  239.5000,  123.80,    7.56,
  239.5000,  120.35,    7.64,
  239.5000,  118.35,    6.66,
  239.5000,  116.35,    6.66,
  239.5000,  114.35,    2.79,
  239.5000,  112.35,    0.00,
  239.5000,  110.35,    0.00,
  239.5000,  108.35,    0.00,
  239.5000,  106.35,    0.00,
  239.5000,  104.35,    0.00,
  239.5000,  102.35,    0.00,
  239.5000,  100.35,    0.00,
  239.5000,   98.35,    0.00,
  239.5000,   96.35,    0.01,
  239.5000,   94.35,    0.04,
  239.5000,   92.35,    0.29,
  239.5000,   90.35,    1.62,
  239.5000,   88.35,    4.31,
  239.5000,   86.35,    6.62,
  239.5000,   84.35,    9.80,
  239.5000,   82.35,   12.51,
  239.5000,   80.35,   12.51,
  239.5000,   78.35,   12.51,
  239.5000,   76.35,   12.51,
  239.5000,   74.35,   12.51,
  239.5000,   72.35,   12.51,
  239.5000,   70.35,   12.51,
  239.5000,   68.35,   12.51,
  240.5000,  123.89,  -99.00,
  240.5000,  123.79,    7.52,
  240.5000,  120.35,    7.42,
  240.5000,  118.35,    7.30,
  240.5000,  116.35,    6.40,
  240.5000,  114.35,    1.74,
  240.5000,  112.35,    0.00,
  240.5000,  110.35,    0.00,
  240.5000,  108.35,    0.00,
  240.5000,  106.35,    0.00,
  240.5000,  104.35,    0.00,
  240.5000,  102.35,    0.00,
  240.5000,  100.35,    0.00,
  240.5000,   98.35,    0.00,
  240.5000,   96.35,    0.00,
  240.5000,   94.35,    0.00,
  240.5000,   92.35,    0.00,
  240.5000,   90.35,    0.00,
  240.5000,   88.35,    1.75,
  240.5000,   86.35,    3.71,
  240.5000,   84.35,    7.68,
  240.5000,   82.35,   11.38,
  240.5000,   80.35,   12.51,
  240.5000,   78.35,   12.51,
  240.5000,   76.35,   12.51,
  240.5000,   74.35,   12.51,
  240.5000,   72.35,   12.51,
  240.5000,   70.35,   12.51,
  240.5000,   68.35,   12.51,
  241.5000,  123.89,  -99.00,
  241.5000,  123.79,    7.40,
  241.5000,  120.35,    7.28,
  241.5000,  118.35,    7.19,
  241.5000,  116.35,    7.09,
  241.5000,  114.35,    2.59,
  241.5000,  112.35,    0.00,
  241.5000,  110.35,    0.00,
  241.5000,  108.35,    0.00,
  241.5000,  106.35,    0.00,
  241.5000,  104.35,    0.00,
  241.5000,  102.35,    0.00,
  241.5000,  100.35,    0.00,
  241.5000,   98.35,    0.00,
  241.5000,   96.35,    0.00,
  241.5000,   94.35,    0.00,
  241.5000,   92.35,    0.06,
  241.5000,   90.35,    0.94,
  241.5000,   88.35,    3.34,
  241.5000,   86.35,    5.64,
  241.5000,   84.35,    9.30,
  241.5000,   82.35,   12.50,
  241.5000,   80.35,   12.50,
  241.5000,   78.35,   12.50,
  241.5000,   76.35,   12.50,
  241.5000,   74.35,   12.50,
  241.5000,   72.35,   12.50,
  241.5000,   70.35,   12.50,
  241.5000,   68.35,   12.50,
  242.5000,  123.89,  -99.00,
  242.5000,  123.79,    7.59,
  242.5000,  120.35,    7.51,
  242.5000,  118.35,    6.97,
  242.5000,  116.35,    6.97,
  242.5000,  114.35,    2.74,
  242.5000,  112.35,    0.08,
  242.5000,  110.35,    0.00,
  242.5000,  108.35,    0.00,
  242.5000,  106.35,    0.00,
  242.5000,  104.35,    0.00,
  242.5000,  102.35,    0.00,
  242.5000,  100.35,    0.00,
  242.5000,   98.35,    0.00,
  242.5000,   96.35,    0.00,
  242.5000,   94.35,    0.00,
  242.5000,   92.35,    0.00,
  242.5000,   90.35,    0.00,
  242.5000,   88.35,    1.57,
  242.5000,   86.35,    3.66,
  242.5000,   84.35,    6.69,
  242.5000,   82.35,   10.80,
  242.5000,   80.35,   12.50,
  242.5000,   78.35,   12.50,
  242.5000,   76.35,   12.50,
  242.5000,   74.35,   12.50,
  242.5000,   72.35,   12.50,
  242.5000,   70.35,   12.50,
  242.5000,   68.35,   12.50,
  243.5000,  123.89,  -99.00,
  243.5000,  123.79,    7.47,
  243.5000,  120.35,    7.41,
  243.5000,  118.35,    7.41,
  243.5000,  116.35,    7.41,
  243.5000,  114.35,    4.05,
  243.5000,  112.35,    0.40,
  243.5000,  110.35,    0.00,
  243.5000,  108.35,    0.00,
  243.5000,  106.35,    0.00,
  243.5000,  104.35,    0.00,
  243.5000,  102.35,    0.00,
  243.5000,  100.35,    0.00,
  243.5000,   98.35,    0.00,
  243.5000,   96.35,    0.00,
  243.5000,   94.35,    0.00,
  243.5000,   92.35,    0.19,
  243.5000,   90.35,    1.36,
  243.5000,   88.35,    3.93,
  243.5000,   86.35,    6.39,
  243.5000,   84.35,    9.78,
  243.5000,   82.35,   12.50,
  243.5000,   80.35,   12.50,
  243.5000,   78.35,   12.50,
  243.5000,   76.35,   12.50,
  243.5000,   74.35,   12.50,
  243.5000,   72.35,   12.50,
  243.5000,   70.35,   12.50,
  243.5000,   68.35,   12.50,
  244.5000,  123.89,  -99.00,
  244.5000,  123.79,    7.71,
  244.5000,  120.35,    7.64,
  244.5000,  118.35,    7.59,
  244.5000,  116.35,    6.96,
  244.5000,  114.35,    3.13,
  244.5000,  112.35,    0.04,
  244.5000,  110.35,    0.00,
  244.5000,  108.35,    0.00,
  244.5000,  106.35,    0.00,
  244.5000,  104.35,    0.00,
  244.5000,  102.35,    0.00,
  244.5000,  100.35,    0.00,
  244.5000,   98.35,    0.00,
  244.5000,   96.35,    0.00,
  244.5000,   94.35,    0.00,
  244.5000,   92.35,    0.00,
  244.5000,   90.35,    0.68,
  244.5000,   88.35,    3.11,
  244.5000,   86.35,    5.41,
