$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:115.     

JDAY,QWD(m3s-1)
   316.007,   12.6000
   316.104,   12.6000
   316.201,   12.6000
   316.306,   12.6000
   316.403,   12.6000
   316.507,   12.6000
   316.604,   12.6000
   316.701,   12.6000
   316.806,   12.6000
   316.903,   12.6000
   317.007,   12.6000
   317.104,   12.6000
   317.201,   12.6000
   317.306,   12.6000
   317.403,   12.6000
   317.507,   12.6000
   317.604,   12.6000
   317.701,   12.6000
   317.806,   12.6000
   317.903,   12.6000
   318.007,   12.6000
   318.104,   12.6000
   318.201,   12.6000
   318.306,   12.6000
   318.403,   12.6000
   318.507,   12.6000
   318.604,   12.6000
   318.701,   12.6000
   318.806,   12.6000
   318.903,   12.6000
   319.007,   12.6000
   319.104,   12.6000
   319.201,   12.6000
   319.306,   12.6000
   319.403,   12.6000
   319.507,   12.6000
   319.604,   12.6000
   319.701,   12.6000
   319.806,   12.6000
   319.903,   12.6000
   320.007,   12.6000
   320.104,   12.6000
   320.201,   12.6000
   320.306,   12.6000
   320.403,   12.6000
   320.507,   12.6000
   320.604,   12.6000
   320.701,   12.6000
   320.806,   12.6000
   320.903,   12.6000
   321.007,   12.6000
   321.104,   12.6000
   321.201,   12.6000
   321.306,   12.6000
   321.403,   12.6000
   321.507,   12.6000
   321.604,   12.6000
   321.701,   12.6000
   321.806,   12.6000
   321.903,   12.6000
   322.007,   12.6000
   322.104,   12.6000
   322.201,   12.6000
   322.306,   12.6000
   322.403,   12.6000
   322.507,   12.6000
   322.604,   12.6000
   322.701,   12.6000
   322.806,   12.6000
   322.903,   12.6000
   323.007,   12.6000
   323.104,   12.6000
   323.201,   12.6000
   323.306,   12.6000
   323.403,   12.6000
   323.507,   12.6000
   323.604,   12.6000
   323.701,   12.6000
   323.806,   12.6000
   323.903,   12.6000
   324.007,   12.6000
   324.104,   12.6000
   324.201,   12.6000
   324.306,   12.6000
   324.403,   12.6000
   324.507,   12.6000
   324.604,   12.6000
   324.701,   12.6000
   324.806,   12.6000
   324.903,   12.6000
   325.007,   12.6000
   325.104,   12.6000
   325.201,   12.6000
   325.306,   12.6000
   325.403,   12.6000
   325.507,   12.6000
   325.604,   12.6000
   325.701,   12.6000
   325.806,   12.6000
   325.903,   12.6000
   326.007,   12.6000
   326.104,   12.6000
   326.201,   12.6000
   326.306,   12.6000
   326.403,   12.6000
   326.507,   12.6000
   326.604,   12.6000
   326.701,   12.6000
   326.806,   12.6000
   326.903,   12.6000
   327.007,   12.6000
   327.104,   12.6000
   327.201,   12.6000
   327.306,   12.6000
   327.403,   12.6000
   327.507,   12.6000
   327.604,   12.6000
   327.701,   12.6000
   327.806,   12.6000
   327.903,   12.6000
   328.007,   12.6000
   328.104,   12.6000
   328.201,   12.6000
   328.306,   12.6000
   328.403,   12.6000
   328.507,   12.6000
   328.604,   12.6000
   328.701,   12.6000
   328.806,   12.6000
   328.903,   12.6000
   329.007,   12.6000
   329.104,   12.6000
   329.201,   12.6000
   329.306,   12.6000
   329.403,   12.6000
   329.507,   12.6000
   329.604,   12.6000
   329.701,   12.6000
   329.806,   12.6000
   329.903,   12.6000
   330.007,   12.6000
   330.104,   12.6000
   330.201,   12.6000
   330.306,   12.6000
   330.403,   12.6000
   330.507,   12.6000
   330.604,   12.6000
   330.701,   12.6000
   330.806,   12.6000
   330.903,   12.6000
   331.007,   12.6000
   331.104,   12.6000
   331.201,   12.6000
   331.306,   12.6000
   331.403,   12.6000
   331.507,   12.6000
   331.604,   12.6000
   331.701,   12.6000
   331.806,   12.6000
   331.903,   12.6000
   332.007,   12.6000
   332.104,   12.6000
   332.201,   12.6000
   332.306,   12.6000
   332.403,   12.6000
   332.507,   12.6000
   332.604,   12.6000
   332.701,   12.6000
   332.806,   12.6000
   332.903,   12.6000
   333.007,   12.6000
   333.104,   12.6000
   333.201,   12.6000
   333.306,   12.6000
   333.403,   12.6000
   333.507,   12.6000
   333.604,   12.6000
   333.701,   12.6000
   333.806,   12.6000
   333.903,   12.6000
   334.007,   12.6000
   334.104,   12.6000
   334.201,   12.6000
   334.306,   12.6000
   334.403,   12.6000
   334.507,   12.6000
   334.604,   12.6000
   334.701,   12.6000
   334.806,   12.6000
   334.903,   12.6000
   335.007,   12.6000
   335.104,   12.6000
   335.201,   12.6000
   335.306,   12.6000
   335.403,   12.6000
   335.507,   12.6000
   335.604,   12.6000
   335.701,   12.6000
   335.806,   12.6000
   335.903,   12.6000
   336.007,   12.6000
   336.104,   12.6000
   336.201,   12.6000
   336.306,   12.6000
   336.403,   12.6000
   336.507,   12.6000
   336.604,   12.6000
   336.701,   12.6000
   336.806,   12.6000
   336.903,   12.6000
   337.007,   12.6000
   337.104,   12.6000
   337.201,   12.6000
   337.306,   12.6000
   337.403,   12.6000
   337.507,   12.6000
   337.604,   12.6000
   337.701,   12.6000
   337.806,   12.6000
   337.903,   12.6000
   338.007,   12.6000
   338.104,   12.6000
   338.201,   12.6000
   338.306,   12.6000
   338.403,   12.6000
   338.507,   12.6000
   338.604,   12.6000
   338.701,   12.6000
   338.806,   12.6000
   338.903,   12.6000
   339.007,   12.6000
   339.104,   12.6000
   339.201,   12.6000
   339.306,   12.6000
   339.403,   12.6000
   339.507,   12.6000
   339.604,   12.6000
   339.701,   12.6000
   339.806,   12.6000
   339.903,   12.6000
   340.007,   12.6000
   340.104,   12.6000
   340.201,   12.6000
   340.306,   12.6000
   340.403,   12.6000
   340.507,   12.6000
   340.604,   12.6000
   340.701,   12.6000
   340.806,   12.6000
   340.903,   12.6000
   341.007,   12.6000
   341.104,   12.6000
   341.201,   12.6000
   341.306,   12.6000
   341.403,   12.6000
   341.507,   12.6000
   341.604,   12.6000
   341.701,   12.6000
   341.806,   12.6000
   341.903,   12.6000
   342.007,   12.6000
   342.104,   12.6000
   342.201,   12.6000
   342.306,   12.6000
   342.403,   12.6000
   342.507,   12.6000
   342.604,   12.6000
   342.701,   12.6000
   342.806,   12.6000
   342.903,   12.6000
   343.007,   12.6000
   343.104,   12.6000
   343.201,   12.6000
   343.306,   12.6000
   343.403,   12.6000
   343.507,   12.6000
   343.604,   12.6000
   343.701,   12.6000
   343.806,   12.6000
   343.903,   12.6000
   344.007,   12.6000
   344.104,   12.6000
   344.201,   12.6000
   344.306,   12.6000
   344.403,   12.6000
   344.507,   12.6000
   344.604,   12.6000
   344.701,   12.6000
   344.806,   12.6000
   344.903,   12.6000
   345.007,   12.6000
   345.104,   12.6000
   345.201,   12.6000
   345.306,   12.6000
   345.403,   12.6000
   345.507,   12.6000
   345.604,   12.6000
   345.701,   12.6000
   345.806,   12.6000
   345.903,   12.6000
   346.007,   12.6000
   346.104,   12.6000
   346.201,   12.6000
   346.306,   12.6000
   346.403,   12.6000
   346.507,   12.6000
   346.604,   12.6000
   346.701,   12.6000
   346.806,   12.6000
   346.903,   12.6000
   347.007,   12.6000
   347.104,   12.6000
   347.201,   12.6000
   347.306,   12.6000
   347.403,   12.6000
   347.507,   12.6000
   347.604,   12.6000
   347.701,   12.6000
   347.806,   12.6000
   347.903,   12.6000
   348.007,   12.6000
   348.104,   12.6000
   348.201,   12.6000
   348.306,   12.6000
   348.403,   12.6000
   348.507,   12.6000
   348.604,   12.6000
   348.701,   12.6000
   348.806,   12.6000
   348.903,   12.6000
   349.007,   12.6000
   349.104,   12.6000
   349.201,   12.6000
   349.306,   12.6000
   349.403,   12.6000
   349.507,   12.6000
   349.604,   12.6000
   349.701,   12.6000
   349.806,   12.6000
   349.903,   12.6000
   350.007,   12.6000
   350.104,   12.6000
   350.201,   12.6000
   350.306,   12.6000
   350.403,   12.6000
   350.507,   12.6000
   350.604,   12.6000
   350.701,   12.6000
   350.806,   12.6000
   350.903,   12.6000
   351.007,   12.6000
   351.104,   12.6000
   351.201,   12.6000
   351.306,   12.6000
   351.403,   12.6000
   351.507,   12.6000
   351.604,   12.6000
   351.701,   12.6000
   351.806,   12.6000
   351.903,   12.6000
   352.007,   12.6000
   352.104,   12.6000
   352.201,   12.6000
   352.306,   12.6000
   352.403,   12.6000
   352.507,   12.6000
   352.604,   12.6000
   352.701,   12.6000
   352.806,   12.6000
   352.903,   12.6000
   353.007,   12.6000
   353.104,   12.6000
   353.201,   12.6000
   353.306,   12.6000
   353.403,   12.6000
   353.507,   12.6000
   353.604,   12.6000
   353.701,   12.6000
   353.806,   12.6000
   353.903,   12.6000
   354.007,   12.6000
   354.104,   12.6000
   354.201,   12.6000
   354.306,   12.6000
   354.403,   12.6000
   354.507,   12.6000
   354.604,   12.6000
   354.701,   12.6000
   354.806,   12.6000
   354.903,   12.6000
   355.007,   12.6000
   355.104,   12.6000
   355.201,   12.6000
   355.306,   12.6000
   355.403,   12.6000
   355.507,   12.6000
   355.604,   12.6000
   355.701,   12.6000
   355.806,   12.6000
   355.903,   12.6000
   356.007,   12.6000
   356.104,   12.6000
   356.201,   12.6000
   356.306,   12.6000
   356.403,   12.6000
   356.507,   12.6000
   356.604,   12.6000
   356.701,   12.6000
   356.806,   12.6000
   356.903,   12.6000
   357.007,   12.6000
   357.104,   12.6000
   357.201,   12.6000
   357.306,   12.6000
   357.403,   12.6000
   357.507,   12.6000
   357.604,   12.6000
   357.701,   12.6000
   357.806,   12.6000
   357.903,   12.6000
   358.007,   12.6000
   358.104,   12.6000
   358.201,   12.6000
   358.306,   12.6000
   358.403,   12.6000
   358.507,   12.6000
   358.604,   12.6000
   358.701,   12.6000
