JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     TDS,    Gen1,    Gen3,    ISS1,      N2,     PO4,     NH4,     NO3,    LDOM,    RDOM,    LPOM,    ALG1,      DO,     TIC,     ALK,MICROCYS,     EPI,      TN,     NH3,      TP,Turbidit,     TSS,      pH,  SECCHI,NH4NITR (kg/d),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),NH3GAS  (kg/d),NO3DEN  (kg/d),NO3AG   (kg/d),NO3EG   (kg/d),NO3SED  (kg/d),LDOMDK  (kg/d),LRDOM   (kg/d),DOREAR  (kg/d),DOSED   (kg/d), CO2GASX(kg/d), SD_C_IN(kg/d), SD_N_IN(kg/d), SD_P_IN(kg/d), DOSEDIA(kg/d),PLIM_ALG1    ,NLIM_ALG1    ,LLIM_ALG1    ,
    65.500,   600.000,   123.801,     7.183,    -0.028,    12.642,   757.994,     0.492,    51.451,  2866.000,     1.000,     7.270,   570.682,   715.089,   258.308,   342.777,    67.786,    -7.849,     0.291,    51.000,   100.000,     4.273,     1.998,    20.000,     0.017,     0.142,     0.141,     0.657,     2.023,     0.099,     0.013,    10.766,    11.926,    31.000, 0.592E-03,     0.000,    0.5066,    0.0001,    0.0310,     2.390,     2.110,     6.700,     3.048, 0.386E+01, 0.190E-01, 0.142E-02, 0.176E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.370E+00, 0.933E+01, 0.970E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.357E-02, 0.141E-02, 0.000E+00, 0.000E+00, 0.115E+03, 0.385E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.504E+02,     0.626,     0.953,     0.003,
    65.604,   600.000,   123.801,     7.227,    -0.029,    12.368,   640.774,     0.494,    51.451,  2866.000,     1.000,     7.354,   493.927,   604.504,   273.797,   343.995,    64.811,   -24.432,     0.228,    51.000,   100.000,     3.903,     1.993,    19.999,     0.018,     0.142,     0.141,     0.653,     2.023,     0.099,     0.024,    10.843,    11.923,    31.000, 0.924E-03,     0.000,    0.5075,    0.0001,    0.0316,     2.396,     2.115,     6.700,     3.035, 0.391E+01, 0.354E-01, 0.222E-02, 0.331E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.373E+00, 0.935E+01, 0.972E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.359E-02, 0.221E-02, 0.000E+00, 0.000E+00, 0.116E+03, 0.386E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.551E+02,     0.633,     0.953,     0.003,
    65.701,   600.000,   123.800,     7.270,    -0.032,    12.525,   223.586,     0.497,    51.450,  2866.000,     1.000,     7.409,    97.416,   210.930,   270.987,   344.456,    57.057,   -17.012,     0.143,    51.000,   100.000,     3.586,     1.985,    19.997,     0.018,     0.142,     0.142,     0.648,     2.023,     0.098,     0.039,    10.917,    11.918,    31.000, 0.131E-02,     0.000,    0.5087,    0.0001,    0.0320,     2.405,     2.122,     6.700,     3.017, 0.396E+01, 0.597E-01, 0.132E-02, 0.584E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.375E+00, 0.937E+01, 0.974E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.361E-02, 0.132E-02, 0.000E+00, 0.000E+00, 0.116E+03, 0.386E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.593E+02,     0.638,     0.953,     0.001,
    65.806,   600.000,   123.800,     7.302,    -0.031,    12.538,     0.000,     0.499,    51.450,  2866.000,     1.000,     7.422,  -137.434,     0.000,   255.959,   344.113,    50.889,    -1.610,     0.136,    51.000,   100.000,     3.276,     1.972,    19.994,     0.018,     0.143,     0.142,     0.644,     2.023,     0.098,     0.051,    10.957,    11.908,    31.000, 0.168E-02,     0.000,    0.5097,    0.0001,    0.0324,     2.405,     2.122,     6.710,     3.003, 0.401E+01, 0.801E-01, 0.000E+00, 0.801E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.377E+00, 0.937E+01, 0.974E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.363E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.116E+03, 0.386E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.638E+02,     0.644,     0.953,     0.000,
    65.903,   600.000,   123.800,     7.326,    -0.028,    12.554,     0.000,     0.501,    51.450,  2866.000,     1.000,     7.424,  -166.265,     0.000,   239.216,   343.676,    48.755,    13.049,     0.135,    51.000,   100.000,     3.011,     1.957,    19.991,     0.019,     0.143,     0.142,     0.639,     2.023,     0.098,     0.058,    10.978,    11.894,    31.000, 0.200E-02,     0.000,    0.5103,    0.0001,    0.0328,     2.395,     2.114,     6.710,     2.995, 0.404E+01, 0.922E-01, 0.000E+00, 0.922E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.378E+00, 0.935E+01, 0.973E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.365E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.116E+03, 0.386E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.680E+02,     0.650,     0.953,     0.000,
    66.000,   600.000,   123.800,     7.347,    -0.024,    12.553,     0.000,     0.501,    51.450,  2866.000,     1.000,     7.428,  -180.069,     0.000,   234.687,   343.328,    48.363,    23.065,     0.135,    51.000,   100.000,     2.768,     1.939,    19.986,     0.019,     0.143,     0.142,     0.635,     2.023,     0.098,     0.062,    10.991,    11.875,    31.000, 0.229E-02,     0.000,    0.5106,    0.0001,    0.0332,     2.378,     2.100,     6.710,     2.992, 0.407E+01, 0.994E-01, 0.000E+00, 0.994E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.378E+00, 0.933E+01, 0.971E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.367E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.115E+03, 0.385E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.720E+02,     0.656,     0.953,     0.000,
    66.104,   600.000,   123.800,     7.367,    -0.018,    12.638,     0.000,     0.501,    51.450,  2866.000,     1.000,     7.434,  -200.195,     0.000,   227.934,   342.933,    52.627,    32.569,     0.135,    51.000,   100.000,     2.530,     1.921,    19.980,     0.020,     0.143,     0.142,     0.631,     2.024,     0.097,     0.062,    10.998,    11.849,    31.000, 0.258E-02,     0.000,    0.5106,    0.0001,    0.0336,     2.355,     2.082,     6.710,     2.993, 0.409E+01, 0.100E+00, 0.000E+00, 0.100E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.378E+00, 0.930E+01, 0.968E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.370E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.115E+03, 0.384E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.763E+02,     0.663,     0.953,     0.000,
    66.201,   600.000,   123.800,     7.385,    -0.012,    12.540,     0.000,     0.500,    51.450,  2866.000,     1.000,     7.437,  -213.440,     0.000,   223.141,   342.630,    54.270,    39.681,     0.135,    51.000,   100.000,     2.326,     1.905,    19.974,     0.020,     0.143,     0.142,     0.626,     2.024,     0.097,     0.058,    10.997,    11.824,    31.000, 0.280E-02,     0.000,    0.5102,    0.0001,    0.0338,     2.329,     2.061,     6.710,     2.999, 0.412E+01, 0.943E-01, 0.000E+00, 0.943E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.378E+00, 0.928E+01, 0.965E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.372E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.115E+03, 0.382E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.802E+02,     0.667,     0.953,     0.000,
    66.306,   600.000,   123.800,     7.397,    -0.004,    12.451,    52.875,     0.499,    51.450,  2866.000,     1.000,     7.435,  -143.802,    49.882,   232.505,   342.311,    50.339,    33.539,     0.134,    51.000,   100.000,     2.127,     1.894,    19.970,     0.020,     0.144,     0.142,     0.622,     2.024,     0.096,     0.052,    10.988,    11.807,    31.000, 0.296E-02,     0.000,    0.5097,    0.0001,    0.0340,     2.307,     2.043,     6.710,     3.008, 0.414E+01, 0.849E-01, 0.474E-03, 0.845E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.377E+00, 0.924E+01, 0.961E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.374E-02, 0.470E-03, 0.000E+00, 0.000E+00, 0.114E+03, 0.381E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.843E+02,     0.671,     0.953,     0.000,
    66.403,   600.000,   123.799,     7.407,     0.006,    12.542,   250.878,     0.498,    51.449,  2866.000,     1.000,     7.452,   113.531,   236.677,   271.998,   342.334,    41.449,    11.362,     0.134,    51.000,   100.000,     1.957,     1.885,    19.967,     0.020,     0.144,     0.143,     0.618,     2.024,     0.096,     0.048,    10.977,    11.795,    31.000, 0.307E-02,     0.000,    0.5094,    0.0001,    0.0342,     2.291,     2.030,     6.720,     3.014, 0.415E+01, 0.785E-01, 0.209E-02, 0.764E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.377E+00, 0.920E+01, 0.957E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.376E-02, 0.207E-02, 0.000E+00, 0.000E+00, 0.114E+03, 0.379E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.881E+02,     0.674,     0.953,     0.001,
    66.500,   600.000,   123.799,     7.419,     0.015,    12.726,   512.684,     0.497,    51.449,  2866.000,     1.000,     7.499,   407.772,   483.664,   292.732,   342.984,    42.647,   -17.006,     0.137,    51.000,   100.000,     1.800,     1.872,    19.964,     0.020,     0.144,     0.143,     0.614,     2.024,     0.096,     0.048,    10.967,    11.784,    31.000, 0.316E-02,     0.000,    0.5093,    0.0001,    0.0342,     2.274,     2.016,     6.720,     3.016, 0.417E+01, 0.773E-01, 0.421E-02, 0.731E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.376E+00, 0.916E+01, 0.953E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.377E-02, 0.417E-02, 0.000E+00, 0.000E+00, 0.113E+03, 0.377E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.918E+02,     0.676,     0.953,     0.002,
    66.604,   600.000,   123.800,     7.432,     0.021,    12.693,   391.790,     0.498,    51.450,  2866.000,     1.000,     7.564,   348.594,   369.613,   325.080,   344.021,    42.227,   -40.150,     0.138,    51.000,   100.000,     1.646,     1.848,    19.961,     0.021,     0.144,     0.143,     0.610,     2.024,     0.095,     0.050,    10.958,    11.769,    31.000, 0.325E-02,     0.000,    0.5094,    0.0001,    0.0345,     2.248,     1.995,     6.720,     3.015, 0.419E+01, 0.815E-01, 0.342E-02, 0.781E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.375E+00, 0.912E+01, 0.949E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.379E-02, 0.339E-02, 0.000E+00, 0.000E+00, 0.113E+03, 0.376E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.956E+02,     0.681,     0.954,     0.002,
    66.701,   600.000,   123.800,     7.444,     0.024,    12.553,   145.154,     0.498,    51.450,  2866.000,     1.000,     7.600,   121.993,   136.938,   325.910,   344.555,    36.470,   -40.170,     0.136,    51.000,   100.000,     1.514,     1.818,    19.956,     0.021,     0.144,     0.143,     0.606,     2.024,     0.094,     0.053,    10.953,    11.747,    31.000, 0.334E-02,     0.000,    0.5096,    0.0001,    0.0351,     2.213,     1.968,     6.720,     3.014, 0.421E+01, 0.865E-01, 0.137E-02, 0.852E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.373E+00, 0.908E+01, 0.945E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.381E-02, 0.135E-02, 0.000E+00, 0.000E+00, 0.112E+03, 0.374E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.992E+02,     0.690,     0.954,     0.001,
    66.806,   600.000,   123.800,     7.449,     0.025,    12.663,     0.000,     0.498,    51.450,  2866.000,     1.000,     7.598,   -43.394,     0.000,   302.169,   344.501,    28.272,   -27.210,     0.136,    51.000,   100.000,     1.385,     1.802,    19.953,     0.022,     0.145,     0.143,     0.601,     2.024,     0.094,     0.055,    10.945,    11.737,    31.000, 0.345E-02,     0.000,    0.5098,    0.0001,    0.0361,     2.193,     1.951,     6.720,     3.013, 0.422E+01, 0.903E-01, 0.000E+00, 0.903E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.372E+00, 0.903E+01, 0.940E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.383E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.112E+03, 0.372E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.103E+03,     0.701,     0.954,     0.000,
    66.903,   600.000,   123.800,     7.441,     0.023,    12.514,     0.000,     0.498,    51.450,  2866.000,     1.000,     7.569,   -70.957,     0.000,   279.062,   344.212,    21.362,   -15.554,     0.136,    51.000,   100.000,     1.275,     1.808,    19.956,     0.023,     0.145,     0.143,     0.598,     2.024,     0.094,     0.056,    10.931,    11.753,    31.000, 0.354E-02,     0.000,    0.5099,    0.0001,    0.0372,     2.201,     1.958,     6.720,     3.011, 0.422E+01, 0.922E-01, 0.000E+00, 0.922E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.371E+00, 0.896E+01, 0.933E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.383E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.111E+03, 0.369E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.106E+03,     0.710,     0.954,     0.000,
    67.000,   600.000,   123.799,     7.425,     0.021,    12.560,     0.000,     0.498,    51.449,  2866.000,     1.000,     7.528,   -58.635,     0.000,   279.317,   343.881,    14.132,   -20.061,     0.135,    51.000,   100.000,     1.174,     1.828,    19.963,     0.025,     0.145,     0.144,     0.594,     2.024,     0.094,     0.056,    10.914,    11.784,    31.000, 0.361E-02,     0.000,    0.5100,    0.0001,    0.0384,     2.225,     1.977,     6.720,     3.010, 0.420E+01, 0.917E-01, 0.000E+00, 0.917E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.372E+00, 0.888E+01, 0.925E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.382E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.110E+03, 0.366E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.110E+03,     0.720,     0.954,     0.000,
    67.104,   600.000,   123.800,     7.403,     0.019,    12.764,     0.000,     0.498,    51.450,  2866.000,     1.000,     7.483,    14.463,     0.000,   322.401,   343.611,    -6.753,   -28.920,     0.135,    51.000,   100.000,     1.075,     1.859,    19.971,     0.026,     0.145,     0.144,     0.591,     2.024,     0.095,     0.052,    10.897,    11.824,    31.000, 0.366E-02,     0.000,    0.5098,    0.0001,    0.0399,     2.258,     2.004,     6.710,     3.012, 0.418E+01, 0.847E-01, 0.000E+00, 0.847E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.373E+00, 0.878E+01, 0.915E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.381E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.109E+03, 0.362E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.113E+03,     0.729,     0.954,     0.000,
    67.201,   600.000,   123.800,     7.385,     0.016,    12.561,     0.000,     0.497,    51.450,  2866.000,     1.000,     7.448,    44.795,     0.000,   340.669,   343.527,   -16.498,   -31.155,     0.135,    51.000,   100.000,     0.989,     1.888,    19.978,     0.028,     0.145,     0.144,     0.587,     2.025,     0.096,     0.044,    10.882,    11.857,    31.000, 0.365E-02,     0.000,    0.5093,    0.0001,    0.0414,     2.285,     2.026,     6.710,     3.019, 0.417E+01, 0.717E-01, 0.000E+00, 0.717E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.373E+00, 0.870E+01, 0.907E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.380E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.107E+03, 0.358E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.116E+03,     0.738,     0.954,     0.000,
