 JDAY,ELEVATION(m),TEMPERATURE(C)
  205.5000,   74.35,    7.78,
  205.5000,   72.35,    7.78,
  205.5000,   70.35,    7.78,
  205.5000,   68.35,    7.78,
  206.5000,  123.89,  -99.00,
  206.5000,  123.79,   31.10,
  206.5000,  120.35,   30.92,
  206.5000,  118.35,   30.68,
  206.5000,  116.35,   27.79,
  206.5000,  114.35,   21.71,
  206.5000,  112.35,   16.17,
  206.5000,  110.35,   12.67,
  206.5000,  108.35,   10.96,
  206.5000,  106.35,   10.01,
  206.5000,  104.35,    9.55,
  206.5000,  102.35,    9.21,
  206.5000,  100.35,    8.90,
  206.5000,   98.35,    8.60,
  206.5000,   96.35,    8.34,
  206.5000,   94.35,    8.13,
  206.5000,   92.35,    7.98,
  206.5000,   90.35,    7.89,
  206.5000,   88.35,    7.84,
  206.5000,   86.35,    7.81,
  206.5000,   84.35,    7.79,
  206.5000,   82.35,    7.78,
  206.5000,   80.35,    7.78,
  206.5000,   78.35,    7.78,
  206.5000,   76.35,    7.78,
  206.5000,   74.35,    7.78,
  206.5000,   72.35,    7.78,
  206.5000,   70.35,    7.78,
  206.5000,   68.35,    7.78,
  207.5000,  123.89,  -99.00,
  207.5000,  123.79,   30.83,
  207.5000,  120.35,   30.58,
  207.5000,  118.35,   30.43,
  207.5000,  116.35,   27.76,
  207.5000,  114.35,   22.26,
  207.5000,  112.35,   16.62,
  207.5000,  110.35,   13.26,
  207.5000,  108.35,   11.50,
  207.5000,  106.35,   10.47,
  207.5000,  104.35,    9.93,
  207.5000,  102.35,    9.60,
  207.5000,  100.35,    9.34,
  207.5000,   98.35,    9.05,
  207.5000,   96.35,    8.73,
  207.5000,   94.35,    8.42,
  207.5000,   92.35,    8.16,
  207.5000,   90.35,    7.98,
  207.5000,   88.35,    7.89,
  207.5000,   86.35,    7.84,
  207.5000,   84.35,    7.81,
  207.5000,   82.35,    7.79,
  207.5000,   80.35,    7.79,
  207.5000,   78.35,    7.79,
  207.5000,   76.35,    7.79,
  207.5000,   74.35,    7.79,
  207.5000,   72.35,    7.79,
  207.5000,   70.35,    7.79,
  207.5000,   68.35,    7.79,
  208.5000,  123.90,  -99.00,
  208.5000,  123.80,   30.80,
  208.5000,  120.35,   30.67,
  208.5000,  118.35,   30.66,
  208.5000,  116.35,   29.69,
  208.5000,  114.35,   23.73,
  208.5000,  112.35,   16.58,
  208.5000,  110.35,   13.06,
  208.5000,  108.35,   11.47,
  208.5000,  106.35,   10.55,
  208.5000,  104.35,   10.01,
  208.5000,  102.35,    9.65,
  208.5000,  100.35,    9.31,
  208.5000,   98.35,    8.94,
  208.5000,   96.35,    8.57,
  208.5000,   94.35,    8.27,
  208.5000,   92.35,    8.06,
  208.5000,   90.35,    7.93,
  208.5000,   88.35,    7.86,
  208.5000,   86.35,    7.83,
  208.5000,   84.35,    7.80,
  208.5000,   82.35,    7.79,
  208.5000,   80.35,    7.79,
  208.5000,   78.35,    7.79,
  208.5000,   76.35,    7.79,
  208.5000,   74.35,    7.79,
  208.5000,   72.35,    7.79,
  208.5000,   70.35,    7.79,
  208.5000,   68.35,    7.79,
  209.5000,  123.89,  -99.00,
  209.5000,  123.79,   30.74,
  209.5000,  120.35,   30.65,
  209.5000,  118.35,   30.63,
  209.5000,  116.35,   30.39,
  209.5000,  114.35,   23.15,
  209.5000,  112.35,   15.56,
  209.5000,  110.35,   12.61,
  209.5000,  108.35,   11.22,
  209.5000,  106.35,   10.35,
  209.5000,  104.35,    9.82,
  209.5000,  102.35,    9.41,
  209.5000,  100.35,    9.03,
  209.5000,   98.35,    8.67,
  209.5000,   96.35,    8.38,
  209.5000,   94.35,    8.16,
  209.5000,   92.35,    8.01,
  209.5000,   90.35,    7.91,
  209.5000,   88.35,    7.86,
  209.5000,   86.35,    7.82,
  209.5000,   84.35,    7.80,
  209.5000,   82.35,    7.80,
  209.5000,   80.35,    7.80,
  209.5000,   78.35,    7.80,
  209.5000,   76.35,    7.80,
  209.5000,   74.35,    7.80,
  209.5000,   72.35,    7.80,
  209.5000,   70.35,    7.80,
  209.5000,   68.35,    7.80,
  210.5000,  123.89,  -99.00,
  210.5000,  123.79,   30.67,
  210.5000,  120.35,   30.49,
  210.5000,  118.35,   30.36,
  210.5000,  116.35,   27.93,
  210.5000,  114.35,   21.22,
  210.5000,  112.35,   16.07,
  210.5000,  110.35,   13.34,
  210.5000,  108.35,   11.63,
  210.5000,  106.35,   10.51,
  210.5000,  104.35,    9.82,
  210.5000,  102.35,    9.37,
  210.5000,  100.35,    8.99,
  210.5000,   98.35,    8.64,
  210.5000,   96.35,    8.35,
  210.5000,   94.35,    8.13,
  210.5000,   92.35,    7.98,
  210.5000,   90.35,    7.89,
  210.5000,   88.35,    7.85,
  210.5000,   86.35,    7.82,
  210.5000,   84.35,    7.80,
  210.5000,   82.35,    7.80,
  210.5000,   80.35,    7.80,
  210.5000,   78.35,    7.80,
  210.5000,   76.35,    7.80,
  210.5000,   74.35,    7.80,
  210.5000,   72.35,    7.80,
  210.5000,   70.35,    7.80,
  210.5000,   68.35,    7.80,
  211.5000,  123.90,  -99.00,
  211.5000,  123.80,   30.87,
  211.5000,  120.35,   30.64,
  211.5000,  118.35,   30.60,
  211.5000,  116.35,   29.06,
  211.5000,  114.35,   22.99,
  211.5000,  112.35,   17.09,
  211.5000,  110.35,   13.22,
  211.5000,  108.35,   11.06,
  211.5000,  106.35,   10.08,
  211.5000,  104.35,    9.63,
  211.5000,  102.35,    9.33,
  211.5000,  100.35,    9.04,
  211.5000,   98.35,    8.75,
  211.5000,   96.35,    8.46,
  211.5000,   94.35,    8.22,
  211.5000,   92.35,    8.04,
  211.5000,   90.35,    7.93,
  211.5000,   88.35,    7.87,
  211.5000,   86.35,    7.83,
  211.5000,   84.35,    7.81,
  211.5000,   82.35,    7.80,
  211.5000,   80.35,    7.80,
  211.5000,   78.35,    7.80,
  211.5000,   76.35,    7.80,
  211.5000,   74.35,    7.80,
  211.5000,   72.35,    7.80,
  211.5000,   70.35,    7.80,
  211.5000,   68.35,    7.80,
  212.5000,  123.90,  -99.00,
  212.5000,  123.80,   31.30,
  212.5000,  120.35,   31.05,
  212.5000,  118.35,   31.03,
  212.5000,  116.35,   30.03,
  212.5000,  114.35,   22.94,
  212.5000,  112.35,   16.37,
  212.5000,  110.35,   12.75,
  212.5000,  108.35,   11.04,
  212.5000,  106.35,   10.25,
  212.5000,  104.35,    9.85,
  212.5000,  102.35,    9.58,
  212.5000,  100.35,    9.32,
  212.5000,   98.35,    9.03,
  212.5000,   96.35,    8.71,
  212.5000,   94.35,    8.41,
  212.5000,   92.35,    8.17,
  212.5000,   90.35,    8.01,
  212.5000,   88.35,    7.91,
  212.5000,   86.35,    7.86,
  212.5000,   84.35,    7.83,
  212.5000,   82.35,    7.81,
  212.5000,   80.35,    7.81,
  212.5000,   78.35,    7.81,
  212.5000,   76.35,    7.81,
  212.5000,   74.35,    7.81,
  212.5000,   72.35,    7.81,
  212.5000,   70.35,    7.81,
  212.5000,   68.35,    7.81,
  213.5000,  123.90,  -99.00,
  213.5000,  123.80,   31.63,
  213.5000,  120.35,   31.35,
  213.5000,  118.35,   31.35,
  213.5000,  116.35,   29.44,
  213.5000,  114.35,   22.09,
  213.5000,  112.35,   16.37,
  213.5000,  110.35,   13.33,
  213.5000,  108.35,   11.43,
  213.5000,  106.35,   10.37,
  213.5000,  104.35,    9.81,
  213.5000,  102.35,    9.44,
  213.5000,  100.35,    9.09,
  213.5000,   98.35,    8.73,
  213.5000,   96.35,    8.42,
  213.5000,   94.35,    8.20,
  213.5000,   92.35,    8.04,
  213.5000,   90.35,    7.94,
  213.5000,   88.35,    7.88,
  213.5000,   86.35,    7.85,
  213.5000,   84.35,    7.82,
  213.5000,   82.35,    7.81,
  213.5000,   80.35,    7.81,
  213.5000,   78.35,    7.81,
  213.5000,   76.35,    7.81,
  213.5000,   74.35,    7.81,
  213.5000,   72.35,    7.81,
  213.5000,   70.35,    7.81,
  213.5000,   68.35,    7.81,
  214.5000,  123.90,  -99.00,
  214.5000,  123.80,   31.81,
  214.5000,  120.35,   31.57,
  214.5000,  118.35,   31.32,
  214.5000,  116.35,   28.74,
  214.5000,  114.35,   22.82,
  214.5000,  112.35,   17.65,
  214.5000,  110.35,   13.86,
  214.5000,  108.35,   11.45,
  214.5000,  106.35,   10.29,
  214.5000,  104.35,    9.75,
  214.5000,  102.35,    9.42,
  214.5000,  100.35,    9.10,
  214.5000,   98.35,    8.77,
  214.5000,   96.35,    8.47,
  214.5000,   94.35,    8.23,
  214.5000,   92.35,    8.05,
  214.5000,   90.35,    7.95,
  214.5000,   88.35,    7.88,
  214.5000,   86.35,    7.85,
  214.5000,   84.35,    7.83,
  214.5000,   82.35,    7.82,
  214.5000,   80.35,    7.82,
  214.5000,   78.35,    7.82,
  214.5000,   76.35,    7.82,
  214.5000,   74.35,    7.82,
  214.5000,   72.35,    7.82,
  214.5000,   70.35,    7.82,
  214.5000,   68.35,    7.82,
  215.5000,  123.90,  -99.00,
  215.5000,  123.80,   31.78,
  215.5000,  120.35,   31.65,
  215.5000,  118.35,   31.64,
  215.5000,  116.35,   29.79,
  215.5000,  114.35,   23.64,
  215.5000,  112.35,   17.79,
  215.5000,  110.35,   13.36,
  215.5000,  108.35,   11.10,
  215.5000,  106.35,   10.22,
  215.5000,  104.35,    9.79,
  215.5000,  102.35,    9.46,
  215.5000,  100.35,    9.12,
  215.5000,   98.35,    8.76,
  215.5000,   96.35,    8.45,
  215.5000,   94.35,    8.21,
  215.5000,   92.35,    8.04,
  215.5000,   90.35,    7.94,
  215.5000,   88.35,    7.88,
  215.5000,   86.35,    7.85,
  215.5000,   84.35,    7.83,
  215.5000,   82.35,    7.82,
  215.5000,   80.35,    7.82,
  215.5000,   78.35,    7.82,
  215.5000,   76.35,    7.82,
  215.5000,   74.35,    7.82,
  215.5000,   72.35,    7.82,
  215.5000,   70.35,    7.82,
  215.5000,   68.35,    7.82,
  216.5000,  123.89,  -99.00,
  216.5000,  123.79,   31.48,
  216.5000,  120.35,   31.44,
  216.5000,  118.35,   31.15,
  216.5000,  116.35,   28.18,
  216.5000,  114.35,   21.28,
  216.5000,  112.35,   16.32,
  216.5000,  110.35,   12.98,
  216.5000,  108.35,   11.13,
  216.5000,  106.35,   10.29,
  216.5000,  104.35,    9.86,
  216.5000,  102.35,    9.55,
  216.5000,  100.35,    9.26,
  216.5000,   98.35,    8.97,
  216.5000,   96.35,    8.68,
  216.5000,   94.35,    8.43,
  216.5000,   92.35,    8.22,
  216.5000,   90.35,    8.07,
  216.5000,   88.35,    7.96,
  216.5000,   86.35,    7.90,
  216.5000,   84.35,    7.86,
  216.5000,   82.35,    7.83,
  216.5000,   80.35,    7.83,
  216.5000,   78.35,    7.83,
  216.5000,   76.35,    7.83,
  216.5000,   74.35,    7.83,
  216.5000,   72.35,    7.83,
  216.5000,   70.35,    7.83,
  216.5000,   68.35,    7.83,
  217.5000,  123.90,  -99.00,
  217.5000,  123.80,   31.38,
  217.5000,  120.35,   31.31,
  217.5000,  118.35,   31.28,
  217.5000,  116.35,   30.05,
  217.5000,  114.35,   23.73,
  217.5000,  112.35,   17.96,
  217.5000,  110.35,   13.86,
  217.5000,  108.35,   11.38,
  217.5000,  106.35,   10.23,
  217.5000,  104.35,    9.70,
  217.5000,  102.35,    9.31,
  217.5000,  100.35,    8.93,
  217.5000,   98.35,    8.58,
  217.5000,   96.35,    8.29,
  217.5000,   94.35,    8.10,
  217.5000,   92.35,    7.99,
  217.5000,   90.35,    7.92,
  217.5000,   88.35,    7.88,
  217.5000,   86.35,    7.85,
  217.5000,   84.35,    7.83,
  217.5000,   82.35,    7.83,
  217.5000,   80.35,    7.83,
  217.5000,   78.35,    7.83,
  217.5000,   76.35,    7.83,
  217.5000,   74.35,    7.83,
  217.5000,   72.35,    7.83,
  217.5000,   70.35,    7.83,
  217.5000,   68.35,    7.83,
  218.5000,  123.90,  -99.00,
  218.5000,  123.80,   31.16,
  218.5000,  120.35,   31.08,
  218.5000,  118.35,   30.99,
  218.5000,  116.35,   28.85,
  218.5000,  114.35,   23.30,
  218.5000,  112.35,   18.39,
  218.5000,  110.35,   14.68,
  218.5000,  108.35,   12.11,
  218.5000,  106.35,   10.66,
  218.5000,  104.35,    9.94,
  218.5000,  102.35,    9.52,
  218.5000,  100.35,    9.17,
  218.5000,   98.35,    8.81,
  218.5000,   96.35,    8.49,
  218.5000,   94.35,    8.25,
  218.5000,   92.35,    8.07,
  218.5000,   90.35,    7.97,
  218.5000,   88.35,    7.90,
  218.5000,   86.35,    7.87,
  218.5000,   84.35,    7.84,
  218.5000,   82.35,    7.83,
  218.5000,   80.35,    7.83,
  218.5000,   78.35,    7.83,
  218.5000,   76.35,    7.83,
  218.5000,   74.35,    7.83,
  218.5000,   72.35,    7.83,
  218.5000,   70.35,    7.83,
  218.5000,   68.35,    7.83,
  219.5000,  123.90,  -99.00,
  219.5000,  123.80,   31.14,
  219.5000,  120.35,   30.93,
  219.5000,  118.35,   30.86,
  219.5000,  116.35,   28.71,
  219.5000,  114.35,   23.04,
  219.5000,  112.35,   17.48,
  219.5000,  110.35,   13.65,
  219.5000,  108.35,   11.28,
  219.5000,  106.35,   10.25,
  219.5000,  104.35,    9.78,
  219.5000,  102.35,    9.48,
  219.5000,  100.35,    9.18,
  219.5000,   98.35,    8.86,
  219.5000,   96.35,    8.55,
  219.5000,   94.35,    8.29,
  219.5000,   92.35,    8.11,
  219.5000,   90.35,    7.99,
  219.5000,   88.35,    7.92,
  219.5000,   86.35,    7.88,
  219.5000,   84.35,    7.85,
  219.5000,   82.35,    7.84,
  219.5000,   80.35,    7.84,
  219.5000,   78.35,    7.84,
  219.5000,   76.35,    7.84,
  219.5000,   74.35,    7.84,
  219.5000,   72.35,    7.84,
  219.5000,   70.35,    7.84,
  219.5000,   68.35,    7.84,
  220.5000,  123.90,  -99.00,
  220.5000,  123.80,   31.13,
  220.5000,  120.35,   30.91,
  220.5000,  118.35,   30.51,
  220.5000,  116.35,   28.74,
  220.5000,  114.35,   24.14,
  220.5000,  112.35,   18.26,
  220.5000,  110.35,   13.98,
  220.5000,  108.35,   11.38,
  220.5000,  106.35,   10.32,
  220.5000,  104.35,    9.86,
  220.5000,  102.35,    9.56,
  220.5000,  100.35,    9.26,
  220.5000,   98.35,    8.94,
  220.5000,   96.35,    8.63,
  220.5000,   94.35,    8.37,
  220.5000,   92.35,    8.17,
  220.5000,   90.35,    8.04,
  220.5000,   88.35,    7.95,
  220.5000,   86.35,    7.90,
  220.5000,   84.35,    7.86,
  220.5000,   82.35,    7.84,
  220.5000,   80.35,    7.84,
  220.5000,   78.35,    7.84,
  220.5000,   76.35,    7.84,
  220.5000,   74.35,    7.84,
  220.5000,   72.35,    7.84,
  220.5000,   70.35,    7.84,
  220.5000,   68.35,    7.84,
  221.5000,  123.89,  -99.00,
  221.5000,  123.79,   31.27,
  221.5000,  120.35,   31.01,
  221.5000,  118.35,   30.60,
  221.5000,  116.35,   28.17,
  221.5000,  114.35,   22.79,
  221.5000,  112.35,   17.09,
  221.5000,  110.35,   13.42,
  221.5000,  108.35,   11.35,
  221.5000,  106.35,   10.39,
  221.5000,  104.35,    9.91,
  221.5000,  102.35,    9.58,
  221.5000,  100.35,    9.26,
  221.5000,   98.35,    8.94,
  221.5000,   96.35,    8.62,
  221.5000,   94.35,    8.35,
  221.5000,   92.35,    8.15,
  221.5000,   90.35,    8.01,
  221.5000,   88.35,    7.94,
  221.5000,   86.35,    7.89,
  221.5000,   84.35,    7.86,
  221.5000,   82.35,    7.85,
  221.5000,   80.35,    7.85,
  221.5000,   78.35,    7.85,
  221.5000,   76.35,    7.85,
  221.5000,   74.35,    7.85,
  221.5000,   72.35,    7.85,
  221.5000,   70.35,    7.85,
  221.5000,   68.35,    7.85,
  222.5000,  123.89,  -99.00,
  222.5000,  123.79,   31.30,
  222.5000,  120.35,   31.04,
  222.5000,  118.35,   30.58,
  222.5000,  116.35,   28.79,
  222.5000,  114.35,   23.92,
  222.5000,  112.35,   17.94,
  222.5000,  110.35,   14.07,
  222.5000,  108.35,   11.79,
  222.5000,  106.35,   10.58,
  222.5000,  104.35,    9.93,
  222.5000,  102.35,    9.52,
  222.5000,  100.35,    9.15,
  222.5000,   98.35,    8.80,
  222.5000,   96.35,    8.49,
  222.5000,   94.35,    8.24,
  222.5000,   92.35,    8.06,
  222.5000,   90.35,    7.96,
  222.5000,   88.35,    7.91,
  222.5000,   86.35,    7.88,
  222.5000,   84.35,    7.85,
  222.5000,   82.35,    7.85,
  222.5000,   80.35,    7.85,
  222.5000,   78.35,    7.85,
  222.5000,   76.35,    7.85,
  222.5000,   74.35,    7.85,
  222.5000,   72.35,    7.85,
  222.5000,   70.35,    7.85,
  222.5000,   68.35,    7.85,
  223.5000,  123.90,  -99.00,
  223.5000,  123.80,   31.31,
  223.5000,  120.35,   31.20,
  223.5000,  118.35,   31.19,
  223.5000,  116.35,   30.29,
  223.5000,  114.35,   25.02,
  223.5000,  112.35,   18.15,
  223.5000,  110.35,   13.77,
  223.5000,  108.35,   11.50,
  223.5000,  106.35,   10.37,
  223.5000,  104.35,    9.81,
  223.5000,  102.35,    9.45,
  223.5000,  100.35,    9.15,
  223.5000,   98.35,    8.85,
  223.5000,   96.35,    8.57,
  223.5000,   94.35,    8.32,
  223.5000,   92.35,    8.13,
  223.5000,   90.35,    8.01,
  223.5000,   88.35,    7.94,
  223.5000,   86.35,    7.89,
  223.5000,   84.35,    7.87,
  223.5000,   82.35,    7.85,
  223.5000,   80.35,    7.85,
  223.5000,   78.35,    7.85,
  223.5000,   76.35,    7.85,
  223.5000,   74.35,    7.85,
  223.5000,   72.35,    7.85,
  223.5000,   70.35,    7.85,
  223.5000,   68.35,    7.85,
  224.5000,  123.90,  -99.00,
  224.5000,  123.80,   31.22,
  224.5000,  120.35,   31.07,
  224.5000,  118.35,   31.05,
  224.5000,  116.35,   30.18,
  224.5000,  114.35,   24.93,
  224.5000,  112.35,   18.74,
  224.5000,  110.35,   14.55,
  224.5000,  108.35,   12.09,
  224.5000,  106.35,   10.64,
  224.5000,  104.35,    9.91,
  224.5000,  102.35,    9.51,
  224.5000,  100.35,    9.19,
  224.5000,   98.35,    8.86,
  224.5000,   96.35,    8.55,
  224.5000,   94.35,    8.29,
  224.5000,   92.35,    8.11,
  224.5000,   90.35,    7.99,
  224.5000,   88.35,    7.93,
  224.5000,   86.35,    7.89,
  224.5000,   84.35,    7.87,
  224.5000,   82.35,    7.86,
  224.5000,   80.35,    7.86,
  224.5000,   78.35,    7.86,
  224.5000,   76.35,    7.86,
  224.5000,   74.35,    7.86,
  224.5000,   72.35,    7.86,
  224.5000,   70.35,    7.86,
  224.5000,   68.35,    7.86,
  225.5000,  123.89,  -99.00,
  225.5000,  123.79,   31.37,
  225.5000,  120.35,   31.09,
  225.5000,  118.35,   30.91,
  225.5000,  116.35,   28.91,
  225.5000,  114.35,   22.32,
  225.5000,  112.35,   16.96,
  225.5000,  110.35,   13.36,
  225.5000,  108.35,   11.12,
  225.5000,  106.35,   10.05,
  225.5000,  104.35,    9.63,
  225.5000,  102.35,    9.36,
  225.5000,  100.35,    9.10,
  225.5000,   98.35,    8.83,
  225.5000,   96.35,    8.56,
  225.5000,   94.35,    8.32,
  225.5000,   92.35,    8.14,
  225.5000,   90.35,    8.02,
  225.5000,   88.35,    7.95,
  225.5000,   86.35,    7.91,
  225.5000,   84.35,    7.88,
  225.5000,   82.35,    7.86,
  225.5000,   80.35,    7.86,
  225.5000,   78.35,    7.86,
  225.5000,   76.35,    7.86,
  225.5000,   74.35,    7.86,
  225.5000,   72.35,    7.86,
  225.5000,   70.35,    7.86,
  225.5000,   68.35,    7.86,
  226.5000,  123.90,  -99.00,
  226.5000,  123.80,   31.13,
  226.5000,  120.35,   31.01,
  226.5000,  118.35,   30.68,
  226.5000,  116.35,   29.28,
  226.5000,  114.35,   25.00,
  226.5000,  112.35,   19.76,
  226.5000,  110.35,   15.01,
  226.5000,  108.35,   11.83,
  226.5000,  106.35,   10.35,
  226.5000,  104.35,    9.76,
  226.5000,  102.35,    9.45,
  226.5000,  100.35,    9.18,
  226.5000,   98.35,    8.87,
  226.5000,   96.35,    8.57,
  226.5000,   94.35,    8.32,
  226.5000,   92.35,    8.13,
  226.5000,   90.35,    8.01,
  226.5000,   88.35,    7.95,
  226.5000,   86.35,    7.91,
  226.5000,   84.35,    7.88,
  226.5000,   82.35,    7.87,
  226.5000,   80.35,    7.87,
  226.5000,   78.35,    7.87,
  226.5000,   76.35,    7.87,
  226.5000,   74.35,    7.87,
  226.5000,   72.35,    7.87,
  226.5000,   70.35,    7.87,
  226.5000,   68.35,    7.87,
  227.5000,  123.89,  -99.00,
  227.5000,  123.79,   31.05,
  227.5000,  120.35,   30.81,
  227.5000,  118.35,   30.64,
  227.5000,  116.35,   29.10,
  227.5000,  114.35,   24.45,
  227.5000,  112.35,   18.91,
  227.5000,  110.35,   14.62,
  227.5000,  108.35,   11.96,
  227.5000,  106.35,   10.58,
  227.5000,  104.35,    9.92,
  227.5000,  102.35,    9.57,
  227.5000,  100.35,    9.29,
  227.5000,   98.35,    8.99,
  227.5000,   96.35,    8.68,
  227.5000,   94.35,    8.41,
  227.5000,   92.35,    8.20,
  227.5000,   90.35,    8.05,
  227.5000,   88.35,    7.97,
  227.5000,   86.35,    7.92,
  227.5000,   84.35,    7.89,
  227.5000,   82.35,    7.87,
  227.5000,   80.35,    7.87,
  227.5000,   78.35,    7.87,
  227.5000,   76.35,    7.87,
  227.5000,   74.35,    7.87,
  227.5000,   72.35,    7.87,
  227.5000,   70.35,    7.87,
  227.5000,   68.35,    7.87,
  228.5000,  123.90,  -99.00,
  228.5000,  123.80,   30.75,
  228.5000,  120.35,   30.62,
  228.5000,  118.35,   30.62,
  228.5000,  116.35,   29.50,
  228.5000,  114.35,   24.72,
  228.5000,  112.35,   18.70,
  228.5000,  110.35,   14.32,
  228.5000,  108.35,   11.92,
  228.5000,  106.35,   10.60,
  228.5000,  104.35,    9.94,
  228.5000,  102.35,    9.58,
  228.5000,  100.35,    9.30,
  228.5000,   98.35,    9.00,
  228.5000,   96.35,    8.68,
  228.5000,   94.35,    8.39,
  228.5000,   92.35,    8.18,
  228.5000,   90.35,    8.04,
  228.5000,   88.35,    7.96,
  228.5000,   86.35,    7.92,
  228.5000,   84.35,    7.89,
  228.5000,   82.35,    7.87,
  228.5000,   80.35,    7.87,
  228.5000,   78.35,    7.87,
  228.5000,   76.35,    7.87,
  228.5000,   74.35,    7.87,
  228.5000,   72.35,    7.87,
  228.5000,   70.35,    7.87,
  228.5000,   68.35,    7.87,
  229.5000,  123.90,  -99.00,
  229.5000,  123.80,   30.87,
  229.5000,  120.35,   30.68,
  229.5000,  118.35,   30.63,
  229.5000,  116.35,   29.47,
  229.5000,  114.35,   24.09,
  229.5000,  112.35,   18.16,
  229.5000,  110.35,   14.05,
  229.5000,  108.35,   11.86,
  229.5000,  106.35,   10.62,
  229.5000,  104.35,    9.95,
  229.5000,  102.35,    9.59,
  229.5000,  100.35,    9.30,
  229.5000,   98.35,    9.01,
  229.5000,   96.35,    8.71,
  229.5000,   94.35,    8.43,
  229.5000,   92.35,    8.21,
  229.5000,   90.35,    8.07,
  229.5000,   88.35,    7.98,
  229.5000,   86.35,    7.93,
  229.5000,   84.35,    7.89,
  229.5000,   82.35,    7.88,
  229.5000,   80.35,    7.88,
  229.5000,   78.35,    7.88,
  229.5000,   76.35,    7.88,
  229.5000,   74.35,    7.88,
  229.5000,   72.35,    7.88,
  229.5000,   70.35,    7.88,
  229.5000,   68.35,    7.88,
  230.5000,  123.89,  -99.00,
  230.5000,  123.79,   31.11,
  230.5000,  120.35,   30.86,
  230.5000,  118.35,   30.76,
  230.5000,  116.35,   29.80,
  230.5000,  114.35,   24.04,
  230.5000,  112.35,   18.21,
  230.5000,  110.35,   14.18,
  230.5000,  108.35,   11.72,
  230.5000,  106.35,   10.37,
  230.5000,  104.35,    9.76,
  230.5000,  102.35,    9.43,
  230.5000,  100.35,    9.15,
  230.5000,   98.35,    8.85,
  230.5000,   96.35,    8.55,
  230.5000,   94.35,    8.31,
  230.5000,   92.35,    8.13,
  230.5000,   90.35,    8.02,
  230.5000,   88.35,    7.95,
  230.5000,   86.35,    7.91,
  230.5000,   84.35,    7.89,
  230.5000,   82.35,    7.88,
  230.5000,   80.35,    7.88,
  230.5000,   78.35,    7.88,
  230.5000,   76.35,    7.88,
  230.5000,   74.35,    7.88,
  230.5000,   72.35,    7.88,
  230.5000,   70.35,    7.88,
  230.5000,   68.35,    7.88,
  231.5000,  123.90,  -99.00,
  231.5000,  123.80,   31.13,
  231.5000,  120.35,   30.93,
  231.5000,  118.35,   30.90,
  231.5000,  116.35,   29.89,
  231.5000,  114.35,   24.76,
  231.5000,  112.35,   19.39,
  231.5000,  110.35,   15.00,
  231.5000,  108.35,   11.87,
  231.5000,  106.35,   10.25,
  231.5000,  104.35,    9.64,
  231.5000,  102.35,    9.33,
  231.5000,  100.35,    9.06,
  231.5000,   98.35,    8.77,
  231.5000,   96.35,    8.50,
  231.5000,   94.35,    8.28,
  231.5000,   92.35,    8.12,
  231.5000,   90.35,    8.02,
  231.5000,   88.35,    7.95,
  231.5000,   86.35,    7.92,
  231.5000,   84.35,    7.89,
  231.5000,   82.35,    7.89,
  231.5000,   80.35,    7.89,
  231.5000,   78.35,    7.89,
  231.5000,   76.35,    7.89,
  231.5000,   74.35,    7.89,
  231.5000,   72.35,    7.89,
  231.5000,   70.35,    7.89,
  231.5000,   68.35,    7.89,
  232.5000,  123.90,  -99.00,
  232.5000,  123.80,   31.25,
  232.5000,  120.35,   31.04,
  232.5000,  118.35,   30.95,
  232.5000,  116.35,   29.52,
  232.5000,  114.35,   24.50,
  232.5000,  112.35,   19.48,
  232.5000,  110.35,   15.03,
  232.5000,  108.35,   12.08,
  232.5000,  106.35,   10.53,
  232.5000,  104.35,    9.83,
  232.5000,  102.35,    9.50,
  232.5000,  100.35,    9.25,
  232.5000,   98.35,    8.97,
  232.5000,   96.35,    8.67,
  232.5000,   94.35,    8.40,
  232.5000,   92.35,    8.19,
  232.5000,   90.35,    8.06,
  232.5000,   88.35,    7.98,
  232.5000,   86.35,    7.93,
  232.5000,   84.35,    7.90,
  232.5000,   82.35,    7.89,
  232.5000,   80.35,    7.89,
  232.5000,   78.35,    7.89,
  232.5000,   76.35,    7.89,
  232.5000,   74.35,    7.89,
  232.5000,   72.35,    7.89,
  232.5000,   70.35,    7.89,
  232.5000,   68.35,    7.89,
  233.5000,  123.90,  -99.00,
  233.5000,  123.80,   31.19,
  233.5000,  120.35,   31.03,
  233.5000,  118.35,   31.01,
  233.5000,  116.35,   30.30,
  233.5000,  114.35,   25.73,
  233.5000,  112.35,   20.01,
  233.5000,  110.35,   15.21,
  233.5000,  108.35,   12.17,
  233.5000,  106.35,   10.60,
  233.5000,  104.35,    9.89,
  233.5000,  102.35,    9.53,
  233.5000,  100.35,    9.26,
  233.5000,   98.35,    8.96,
  233.5000,   96.35,    8.66,
  233.5000,   94.35,    8.40,
  233.5000,   92.35,    8.20,
  233.5000,   90.35,    8.07,
  233.5000,   88.35,    7.99,
  233.5000,   86.35,    7.94,
  233.5000,   84.35,    7.91,
  233.5000,   82.35,    7.89,
  233.5000,   80.35,    7.89,
  233.5000,   78.35,    7.89,
  233.5000,   76.35,    7.89,
  233.5000,   74.35,    7.89,
  233.5000,   72.35,    7.89,
  233.5000,   70.35,    7.89,
  233.5000,   68.35,    7.89,
  234.5000,  123.90,  -99.00,
  234.5000,  123.80,   31.47,
  234.5000,  120.35,   31.21,
  234.5000,  118.35,   31.09,
